"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"
"IRF2BPL"	1.82661885001948e-16	0.538232619032167	0.316	0.163	4.22825731402508e-12	"Mig"	"IRF2BPL"	"male"
"ACTG1"	3.69006498536029e-16	0.978776196892756	0.263	0.13	8.541762428112e-12	"Mig"	"ACTG1"	"male"
"SRGN"	3.70467166217558e-16	0.992197398495534	0.223	0.098	8.57557396360402e-12	"Mig"	"SRGN"	"male"
"ADGRG1"	4.8137965193335e-16	0.82735884288373	0.322	0.176	1.11429761829532e-11	"Mig"	"ADGRG1"	"male"
"CTSB"	5.11028452697457e-16	0.522360709158964	0.582	0.43	1.18292866230407e-11	"Mig"	"CTSB"	"male"
"SON"	6.19352430134378e-16	0.774407995945528	0.517	0.363	1.43367700527506e-11	"Mig"	"SON"	"male"
"GABPB2"	6.4956152249495e-16	-0.850132713636323	0.027	0.1	1.50360501227131e-11	"Mig"	"GABPB2"	"male"
"ATP5F1E"	6.67747885808745e-16	0.859221322376665	0.241	0.114	1.54570280607008e-11	"Mig"	"ATP5F1E"	"male"
"EEF1A1"	7.0476186148622e-16	0.365631975874904	0.501	0.34	1.6313827569683e-11	"Mig"	"EEF1A1"	"male"
"MIDEAS"	9.46364080924768e-16	-1.40473680683023	0.045	0.13	2.19064357452465e-11	"Mig"	"MIDEAS"	"male"
"LAIR1"	1.06889833188389e-15	0.998288862746446	0.172	0.063	2.47428585864484e-11	"Mig"	"LAIR1"	"male"
"HLA-DRA"	1.41080472474833e-15	0.620256387211712	0.549	0.402	3.26573077684742e-11	"Mig"	"HLA-DRA"	"male"
"CST3"	1.46279560300759e-15	0.995478227840836	0.307	0.173	3.38607926184197e-11	"Mig"	"CST3"	"male"
"FCGBP"	1.68146304988505e-15	1.43096536385652	0.156	0.054	3.89225066787392e-11	"Mig"	"FCGBP"	"male"
"MIR1244-3"	1.89445724398045e-15	0.359404595125293	0.121	0.03	4.38528962836594e-11	"Mig"	"MIR1244-3"	"male"
"HLA-DMA"	2.2324950533805e-15	0.571455130636755	0.209	0.088	5.16777954956518e-11	"Mig"	"HLA-DMA"	"male"
"PICALM"	2.28062697062192e-15	0.944130884053498	0.189	0.076	5.27919531159561e-11	"Mig"	"PICALM"	"male"
"DPYSL2"	2.42565727495278e-15	-0.988463576457753	0.238	0.385	5.6149114600607e-11	"Mig"	"DPYSL2"	"male"
"PPP2R5C"	2.95240841325094e-15	-0.702357817717014	0.135	0.261	6.83423499499327e-11	"Mig"	"PPP2R5C"	"male"
"SPTLC2"	4.28350288664022e-15	1.02198922499852	0.139	0.043	9.91545248199477e-11	"Mig"	"SPTLC2"	"male"
"FMNL3"	4.48585027813123e-15	-0.765049246369431	0.639	0.741	1.03838462238182e-10	"Mig"	"FMNL3"	"male"
"HCLS1"	5.22883729549224e-15	1.09704817987915	0.167	0.062	1.21037125716054e-10	"Mig"	"HCLS1"	"male"
"OAZ1"	5.30608411089264e-15	0.886229819476244	0.238	0.116	1.22825234998943e-10	"Mig"	"OAZ1"	"male"
"FKBP5"	6.25513362289113e-15	1.07672048929597	0.171	0.066	1.44793833102684e-10	"Mig"	"FKBP5"	"male"
"ZFP36L2"	6.86914850054606e-15	-0.715338055223357	0.291	0.439	1.5900704949064e-10	"Mig"	"ZFP36L2"	"male"
"CTNNB1"	7.27752384214225e-15	-0.772326590739967	0.648	0.774	1.68460121897909e-10	"Mig"	"CTNNB1"	"male"
"TYROBP"	7.3055484764185e-15	0.995213450313495	0.268	0.144	1.69108836132135e-10	"Mig"	"TYROBP"	"male"
"TOR1AIP2"	7.32225015423556e-15	-0.980453285003116	0.149	0.271	1.69495446570245e-10	"Mig"	"TOR1AIP2"	"male"
"HNRNPA1"	1.11130085464229e-14	0.644414843856005	0.206	0.09	2.57243921832598e-10	"Mig"	"HNRNPA1"	"male"
"MTND6P3"	1.21263623694078e-14	0.360039600849315	0.17	0.066	2.80701036127052e-10	"Mig"	"MTND6P3"	"male"
"GATD3A"	1.47424101322713e-14	-1.19957038065347	0.082	0.18	3.41257309741815e-10	"Mig"	"GATD3A"	"male"
"PIP4K2A"	1.49448391479304e-14	-1.03737422024372	0.146	0.264	3.45943136596292e-10	"Mig"	"PIP4K2A"	"male"
"PPP3CA"	1.51668950477577e-14	-0.782597831251143	0.358	0.513	3.51083286565495e-10	"Mig"	"PPP3CA"	"male"
"APBB1IP"	1.96169155361455e-14	0.976533123995064	0.208	0.093	4.54092360830695e-10	"Mig"	"APBB1IP"	"male"
"MIR1244-2"	2.21610147016125e-14	0.340445347011578	0.121	0.033	5.12983168312925e-10	"Mig"	"MIR1244-2"	"male"
"RASSF4"	2.40172955114102e-14	1.09578351761631	0.154	0.055	5.55952356498124e-10	"Mig"	"RASSF4"	"male"
"PLAC8"	2.62477771504408e-14	1.26004364661267	0.101	0.023	6.07583545478403e-10	"Mig"	"PLAC8"	"male"
"TRAPPC2"	4.23587863200462e-14	-1.01298216603494	0.035	0.107	9.80521185736429e-10	"Mig"	"TRAPPC2"	"male"
"MTCO1P12"	5.00986446823603e-14	0.62898124643174	0.413	0.264	1.15968342710728e-09	"Mig"	"MTCO1P12"	"male"
"HSP90B1"	5.10898569759109e-14	0.270027314034929	0.298	0.167	1.18262800927839e-09	"Mig"	"HSP90B1"	"male"
"FCGR3A"	5.4902994439585e-14	0.508604698624259	0.404	0.261	1.27089451528751e-09	"Mig"	"FCGR3A"	"male"
"BCL10"	6.49742278473459e-14	-1.08630407652045	0.092	0.193	1.50402342621036e-09	"Mig"	"BCL10"	"male"
"ND3"	6.59383746906838e-14	0.925016618407861	0.183	0.078	1.52634149733995e-09	"Mig"	"ND3"	"male"
"HLA-DPB1"	7.16398382837961e-14	0.739938233752787	0.24	0.124	1.65831897659331e-09	"Mig"	"HLA-DPB1"	"male"
"LOC101929823"	8.55112627049445e-14	0.478734393678617	0.114	0.031	1.97941470909405e-09	"Mig"	"LOC101929823"	"male"
"TLK1"	8.84621083369401e-14	-0.961485652965608	0.108	0.215	2.04772088378349e-09	"Mig"	"TLK1"	"male"
"IFI6"	9.27337100258001e-14	0.531891511407361	0.504	0.356	2.14659991967722e-09	"Mig"	"IFI6"	"male"
"PTPRC"	1.13794667369943e-13	0.658621198364282	0.295	0.165	2.63411896027944e-09	"Mig"	"PTPRC"	"male"
"GREM1"	1.31185271225863e-13	-1.96581922401967	0.658	0.707	3.03667665833628e-09	"Mig"	"GREM1"	"male"
"CXADR"	1.47132476292748e-13	-1.01686131737027	0.034	0.105	3.40582256122453e-09	"Mig"	"CXADR"	"male"
"CYTB"	1.9672130295822e-13	0.347122737914684	0.418	0.279	4.55370472087688e-09	"Mig"	"CYTB"	"male"
"MIR1244-4"	2.00944939817752e-13	0.266026540177815	0.113	0.031	4.65147346690132e-09	"Mig"	"MIR1244-4"	"male"
"TLR2"	2.48758063036057e-13	0.89517568114302	0.13	0.042	5.75825164315865e-09	"Mig"	"TLR2"	"male"
"ZBTB25"	2.64208134650677e-13	-0.944778730422566	0.032	0.1	6.11588990089387e-09	"Mig"	"ZBTB25"	"male"
"PSMB4"	2.93597647087542e-13	-0.906123744599985	0.097	0.198	6.79619833478243e-09	"Mig"	"PSMB4"	"male"
"MTRNR2L8"	4.46429082751777e-13	-0.0193643752584345	0.619	0.419	1.03339404075381e-08	"Mig"	"MTRNR2L8"	"male"
"YWHAE"	4.71306815309336e-13	-0.767683896946292	0.395	0.528	1.09098101607805e-08	"Mig"	"YWHAE"	"male"
"EIF2S2"	6.54103504099668e-13	0.454146873149243	0.203	0.096	1.51411879128991e-08	"Mig"	"EIF2S2"	"male"
"NAV3"	6.61377049919389e-13	0.769926578743195	0.241	0.127	1.5309555951534e-08	"Mig"	"NAV3"	"male"
"FYB1"	7.4194491237002e-13	0.640811660221119	0.338	0.207	1.71745408315412e-08	"Mig"	"FYB1"	"male"
"PRPF39"	7.84583501486052e-13	-0.977238436289612	0.232	0.354	1.81615388923991e-08	"Mig"	"PRPF39"	"male"
"ATP5ME"	8.45367161040593e-13	0.835072101424962	0.139	0.05	1.95685590437677e-08	"Mig"	"ATP5ME"	"male"
"SMU1"	8.72780541788447e-13	-0.984064162622455	0.166	0.284	2.0203123981319e-08	"Mig"	"SMU1"	"male"
"COX1"	9.43073455358067e-13	0.594134186906906	0.484	0.34	2.18302643446285e-08	"Mig"	"COX1"	"male"
"MTRNR2L2"	1.1540112228058e-12	0.210995115657508	0.784	0.592	2.67130517855087e-08	"Mig"	"MTRNR2L2"	"male"
"MTRNR2L12"	1.1540112228058e-12	0.210995115657508	0.784	0.592	2.67130517855087e-08	"Mig"	"MTRNR2L12"	"male"
"H3-3A"	1.15907522903895e-12	0.681182734416991	0.148	0.056	2.68302734017935e-08	"Mig"	"H3-3A"	"male"
"B4GALT1"	1.18516444734726e-12	-0.652364567336774	0.394	0.534	2.74341866271943e-08	"Mig"	"B4GALT1"	"male"
"CYRIB"	1.19361248779198e-12	0.824155546867891	0.149	0.057	2.76297418674087e-08	"Mig"	"CYRIB"	"male"
"CD53"	1.33242698543218e-12	0.425737345042873	0.198	0.092	3.08430198587842e-08	"Mig"	"CD53"	"male"
"MACF1"	1.36944428404953e-12	0.51797985804613	0.182	0.082	3.16998962871786e-08	"Mig"	"MACF1"	"male"
"C2orf68"	1.51798443779324e-12	-1.0074237913884	0.206	0.33	3.51383037660378e-08	"Mig"	"C2orf68"	"male"
"INSR"	1.59876917698019e-12	-0.837862808305132	0.189	0.311	3.70083089087374e-08	"Mig"	"INSR"	"male"
"HLA-DMB"	1.62750899886488e-12	0.715324592206681	0.18	0.081	3.76735783057243e-08	"Mig"	"HLA-DMB"	"male"
"CFL1"	1.95702005044654e-12	0.535801122366982	0.264	0.144	4.53011001277366e-08	"Mig"	"CFL1"	"male"
"CNPY3"	2.12550999429535e-12	0.839746734060223	0.144	0.055	4.92013053479487e-08	"Mig"	"CNPY3"	"male"
"BRD3"	2.29511918131613e-12	-0.954781412705726	0.038	0.107	5.31274188091058e-08	"Mig"	"BRD3"	"male"
