"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"
"DCTN1"	0.00190774106467258	-0.175951134439947	0	0.579	1	"Ast"	"DCTN1"
"NPY1R"	0.00190774106467258	-0.250374669429806	0	0.579	1	"Ast"	"NPY1R"
"SNX18"	0.00190774106467258	-0.17215591876327	0	0.579	1	"Ast"	"SNX18"
"FAM120B"	0.00193093063176183	-0.1828787079452	0.1	0.702	1	"Ast"	"FAM120B"
"KIAA0319L"	0.00194008197431121	-0.310428253775536	0.3	0.737	1	"Ast"	"KIAA0319L"
"ARHGAP1"	0.00194130359962332	-0.357714830718062	0.1	0.719	1	"Ast"	"ARHGAP1"
"TSPAN7"	0.00195609662383073	1.1474455811782	0.9	0.982	1	"Ast"	"TSPAN7"
"TEAD1"	0.00199018237098852	-0.421826375802821	0.6	0.912	1	"Ast"	"TEAD1"
"PPP2R1B"	0.00200607803206198	-0.586314413891948	0.2	0.719	1	"Ast"	"PPP2R1B"
"MAT2A"	0.00201716087828222	-0.804662476786217	0.4	0.842	1	"Ast"	"MAT2A"
"NAMPT"	0.00205254139567676	-0.28344328223597	0.1	0.702	1	"Ast"	"NAMPT"
"AKAP13"	0.00211306302270214	-0.608901532622244	0.3	0.807	1	"Ast"	"AKAP13"
"HSP90AA4P"	0.00212227475356125	0.014207801446125	0.6	0.193	1	"Ast"	"HSP90AA4P"
"RGL3"	0.00213269545702693	0.12739981221459	0.6	0.175	1	"Ast"	"RGL3"
"ANKRD36B"	0.00217620129201759	-0.182181092908545	0.2	0.772	1	"Ast"	"ANKRD36B"
"ZXDC"	0.00221174825933628	-0.748688773130446	0.3	0.825	1	"Ast"	"ZXDC"
"EGR1"	0.00223966982942927	-1.44733957384439	0.6	0.912	1	"Ast"	"EGR1"
"NCOA2"	0.00225460274193742	-0.18617490953652	0.2	0.754	1	"Ast"	"NCOA2"
"GPX7"	0.00231811945127083	0.31038517082179	0.4	0.07	1	"Ast"	"GPX7"
"SRXN1"	0.00231811945127083	0.246109973725111	0.4	0.07	1	"Ast"	"SRXN1"
"C16orf80"	0.00233044378714002	-0.271903139526199	0.2	0.737	1	"Ast"	"C16orf80"
"TK2"	0.00233224755262222	-0.152327056535633	0.1	0.737	1	"Ast"	"TK2"
"ZNF587"	0.00243964900096283	-0.110472157882582	0.1	0.614	1	"Ast"	"ZNF587"
"DCLK1"	0.00244034443133188	-0.200101216687958	0	0.561	1	"Ast"	"DCLK1"
"MAP7"	0.00244034443133188	-0.246179175039582	0	0.561	1	"Ast"	"MAP7"
"NFKBIZ"	0.00244034443133188	-0.242509982125138	0	0.561	1	"Ast"	"NFKBIZ"
"PLCD4"	0.00244034443133188	-0.0903051369762079	0	0.561	1	"Ast"	"PLCD4"
"RNFT1"	0.00244034443133188	-0.0971503581143297	0	0.561	1	"Ast"	"RNFT1"
"RPP14"	0.00244034443133188	-0.114638586980555	0	0.561	1	"Ast"	"RPP14"
"FAM208B"	0.00247347241182256	-0.322336157661482	0.2	0.737	1	"Ast"	"FAM208B"
"IST1"	0.00253561225188196	-0.426354900250482	0.2	0.684	1	"Ast"	"IST1"
"MEG3"	0.00262353967353913	-0.864323696004178	0.2	0.702	1	"Ast"	"MEG3"
"RBMX"	0.00264170276486465	-0.712828598864685	0.7	0.86	1	"Ast"	"RBMX"
"COL4A5"	0.00275391972737357	-0.156940742638172	0.1	0.684	1	"Ast"	"COL4A5"
"PDE4B"	0.0027965597902249	-0.561978280092232	0.3	0.825	1	"Ast"	"PDE4B"
"COL5A2"	0.00284841929842436	0.094100076179309	0.4	0.07	1	"Ast"	"COL5A2"
"FKBP9L"	0.00284841929842436	0.00601450174818627	0.4	0.07	1	"Ast"	"FKBP9L"
"NHSL1"	0.00285953900563953	0.546962829244348	1	0.965	1	"Ast"	"NHSL1"
"NACA2"	0.00286122195178949	0.0098152058966985	0.5	0.14	1	"Ast"	"NACA2"
"THUMPD1"	0.00286814911084813	-0.676602445380681	0.3	0.86	1	"Ast"	"THUMPD1"
"LOC100506990"	0.00287074850916072	-0.136694799424707	0.2	0.719	1	"Ast"	"LOC100506990"
"TMF1"	0.00289481639019798	-0.259566098384084	0.1	0.667	1	"Ast"	"TMF1"
"DDX6"	0.00289637452219562	-0.418405501027903	0.7	0.877	1	"Ast"	"DDX6"
"TMEM50A"	0.0029420603917361	-0.483807934849981	0.1	0.702	1	"Ast"	"TMEM50A"
"CHEK2"	0.00294498776130516	0.0990471528705231	0.3	0.035	1	"Ast"	"CHEK2"
"DENND5B"	0.00302787348374812	-0.34674833398523	0.2	0.754	1	"Ast"	"DENND5B"
"ZFYVE20"	0.00303833806226018	-0.354294841415365	0.4	0.842	1	"Ast"	"ZFYVE20"
"COX10"	0.0031025113483534	-0.0839271890943515	0	0.544	1	"Ast"	"COX10"
"DFNA5"	0.0031025113483534	-0.0923789374671009	0	0.544	1	"Ast"	"DFNA5"
"IGIP"	0.0031025113483534	-0.118279703592216	0	0.544	1	"Ast"	"IGIP"
"ITPR1"	0.0031025113483534	-0.0830907757767304	0	0.544	1	"Ast"	"ITPR1"
"LOC339290"	0.0031025113483534	-0.0615100623377981	0	0.544	1	"Ast"	"LOC339290"
"MASTL"	0.0031025113483534	-0.150695010562457	0	0.544	1	"Ast"	"MASTL"
"MED31"	0.0031025113483534	-0.21299054205643	0	0.544	1	"Ast"	"MED31"
"SART3"	0.0031025113483534	-0.196967834802228	0	0.544	1	"Ast"	"SART3"
"PRUNE"	0.00311069740768856	-0.149272572732661	0.1	0.614	1	"Ast"	"PRUNE"
"CSMD3"	0.00322010364521993	-0.0686983780600013	0.1	0.649	1	"Ast"	"CSMD3"
"KIAA1826"	0.00336510846932032	-0.268972969820618	0.1	0.632	1	"Ast"	"KIAA1826"
"CAMSAP2"	0.00340715272724873	-0.499269303520321	0.2	0.684	1	"Ast"	"CAMSAP2"
"SDHAP2"	0.00342957686200705	-0.222715897591946	0.1	0.596	1	"Ast"	"SDHAP2"
"DSC1"	0.00348736119612178	0.0439927790466517	0.4	0.07	1	"Ast"	"DSC1"
"NAA15"	0.0035078440143449	-0.646598618458159	0.1	0.702	1	"Ast"	"NAA15"
"HIVEP2"	0.00351872803086538	-0.0880654046339064	0.1	0.719	1	"Ast"	"HIVEP2"
"FSIP2"	0.00364077317967716	-0.219837799870647	0.1	0.596	1	"Ast"	"FSIP2"
"EPHX4"	0.00377722741894739	0.0023046539880214	0.3	0.035	1	"Ast"	"EPHX4"
"IRF2BP1"	0.00377722741894739	0.00221042215996553	0.3	0.035	1	"Ast"	"IRF2BP1"
"ADNP2"	0.00392087584511752	-0.24202377463969	0	0.526	1	"Ast"	"ADNP2"
"ANKRD20A4"	0.00392087584511752	-0.0668841625323446	0	0.526	1	"Ast"	"ANKRD20A4"
"C14orf126"	0.00392087584511752	-0.0680519974156963	0	0.526	1	"Ast"	"C14orf126"
"CERS6"	0.00392087584511752	-0.0710012770412486	0	0.526	1	"Ast"	"CERS6"
"COG1"	0.00392087584511752	-0.19023842008702	0	0.526	1	"Ast"	"COG1"
"CPLX2"	0.00392087584511752	-0.0503980769451364	0	0.526	1	"Ast"	"CPLX2"
"KIAA1217"	0.00392087584511752	-0.197798661642285	0	0.526	1	"Ast"	"KIAA1217"
"KLF7"	0.00392087584511752	-0.0741249356516305	0	0.526	1	"Ast"	"KLF7"
"NAALADL2"	0.00392087584511752	-0.150721230995959	0	0.526	1	"Ast"	"NAALADL2"
"ASXL2"	0.00393825839688462	-0.128066604152673	0.1	0.702	1	"Ast"	"ASXL2"
"GPM6A"	0.00401672569991174	0.926600488240843	1	1	1	"Ast"	"GPM6A"
"H3F3C"	0.00424398590080133	0.034955455461462	0.8	0.456	1	"Ast"	"H3F3C"
"PRR5"	0.00426891923782868	0.0718758378855734	0.3	0.035	1	"Ast"	"PRR5"
"MAP2"	0.00428019797401475	-1.00775534191151	0.4	0.772	1	"Ast"	"MAP2"
"EP400"	0.00434774679287862	-0.491149915224882	0.4	0.789	1	"Ast"	"EP400"
"BTAF1"	0.00436364023675438	-0.478285029058597	0.3	0.754	1	"Ast"	"BTAF1"
"TRIO"	0.00450170408295701	-0.305788292882992	0.1	0.579	1	"Ast"	"TRIO"
"C21orf59"	0.00451071349166209	-0.17360493461978	0.1	0.632	1	"Ast"	"C21orf59"
"CLCN3"	0.00454638323753874	-0.365137460198121	0.7	0.877	1	"Ast"	"CLCN3"
"CAP2"	0.00457141300324893	-0.282648231578124	0.2	0.632	1	"Ast"	"CAP2"
"NBPF9"	0.00460902477227454	-0.000394607834417929	0.9	0.456	1	"Ast"	"NBPF9"
"HMGCS1"	0.00465075601709774	-1.04744623858725	0.5	0.895	1	"Ast"	"HMGCS1"
"CNTN1"	0.00469209025527112	-0.935262139424315	0.5	0.93	1	"Ast"	"CNTN1"
"GRIA1"	0.00477352107127628	-0.277720486760355	0.1	0.579	1	"Ast"	"GRIA1"
"LOC147670"	0.00477352107127628	-0.195370542366267	0.1	0.579	1	"Ast"	"LOC147670"
"RNF169"	0.00477352107127628	-0.0497211341689809	0.1	0.579	1	"Ast"	"RNF169"
"FAM46A"	0.00492648479862122	-0.240728596336968	0	0.509	1	"Ast"	"FAM46A"
"GMCL1"	0.00492648479862122	-0.0884479671189718	0	0.509	1	"Ast"	"GMCL1"
"GPR171"	0.00492648479862122	-0.405091007823288	0	0.509	1	"Ast"	"GPR171"
"KCTD7"	0.00492648479862122	-0.158624296297498	0	0.509	1	"Ast"	"KCTD7"
"KIAA1211"	0.00492648479862122	-0.0964712236674137	0	0.509	1	"Ast"	"KIAA1211"
"SIK1"	0.00492648479862122	-0.0723437873577702	0	0.509	1	"Ast"	"SIK1"
"SLC25A35"	0.00492648479862122	-0.0464737247975065	0	0.509	1	"Ast"	"SLC25A35"
"VAT1L"	0.00492648479862122	-0.0723816870702411	0	0.509	1	"Ast"	"VAT1L"
"ZNF846"	0.00492648479862122	-0.0663086794271323	0	0.509	1	"Ast"	"ZNF846"
"HUWE1"	0.0049373195307464	-0.68054407802811	0.6	0.895	1	"Ast"	"HUWE1"
"SPTAN1"	0.00495677224307208	-0.505354666164015	0.6	0.912	1	"Ast"	"SPTAN1"
"ALDH5A1"	0.00498054675805272	-0.188479755602289	0.1	0.614	1	"Ast"	"ALDH5A1"
"KIF1A"	0.00499519806929171	-0.47072844924761	0.5	0.772	1	"Ast"	"KIF1A"
"SDHB"	0.00506875833484602	0.508916722808506	0.9	0.404	1	"Ast"	"SDHB"
"NAA25"	0.00515816516380519	-0.483820621316459	0.3	0.754	1	"Ast"	"NAA25"
"ALKBH8"	0.0051709641141631	-0.0209810874504783	0.4	0.07	1	"Ast"	"ALKBH8"
"FOS"	0.00543006718737285	-1.04866976580465	0.7	0.982	1	"Ast"	"FOS"
"ISLR"	0.00543014917170313	0.00269391278171234	0.3	0.035	1	"Ast"	"ISLR"
"TTC9"	0.00543014917170313	0.00140120718653367	0.3	0.035	1	"Ast"	"TTC9"
"FRA10AC1"	0.00545072895544335	-0.15049246915526	0.3	0.754	1	"Ast"	"FRA10AC1"
"ALMS1"	0.0054969095754312	-0.136052578904896	0.2	0.842	1	"Ast"	"ALMS1"
"SYT14"	0.0055372707384075	-0.11391597914482	0.1	0.561	1	"Ast"	"SYT14"
"JUNB"	0.00580489058672943	-0.0756550536214071	0.1	0.596	1	"Ast"	"JUNB"
"MYO9A"	0.00584987678586993	-0.799997097084523	0.3	0.702	1	"Ast"	"MYO9A"
"KIAA0226"	0.00586700306517228	-0.319759416543548	0.1	0.561	1	"Ast"	"KIAA0226"
"RMND5B"	0.00586700306517228	-0.0826744903958878	0.1	0.561	1	"Ast"	"RMND5B"
"CSGALNACT1"	0.00587568198547335	1.50026616278898	0.8	0.93	1	"Ast"	"CSGALNACT1"
"ZMYM1"	0.00591097185550815	-0.143378128096221	0.1	0.614	1	"Ast"	"ZMYM1"
"ACYP2"	0.00601300028370824	0.360519922540104	0.8	0.579	1	"Ast"	"ACYP2"
"PPP6R2"	0.00601557788262829	-0.0766605005232777	0.1	0.579	1	"Ast"	"PPP6R2"
"SUPT5H"	0.00601557788262829	-0.0969300611092701	0.1	0.579	1	"Ast"	"SUPT5H"
"C5orf28"	0.00603436742785743	0.0801174420908157	0.4	0.088	1	"Ast"	"C5orf28"
"NRXN3"	0.00606944672366283	-0.198014495789107	0.2	0.632	1	"Ast"	"NRXN3"
"NT5C2"	0.00608120527999737	-0.492796008345215	0.3	0.754	1	"Ast"	"NT5C2"
"ABCB5"	0.00615534493329696	-0.0318291487204051	0	0.491	1	"Ast"	"ABCB5"
"BIN1"	0.00615534493329696	-0.0383249966209256	0	0.491	1	"Ast"	"BIN1"
"FN1"	0.00615534493329696	-0.286147974728206	0	0.491	1	"Ast"	"FN1"
"HNRNPA1L2"	0.00615534493329696	-0.0742111941918839	0	0.491	1	"Ast"	"HNRNPA1L2"
"LINC00092"	0.00615534493329696	-0.0430191797436292	0	0.491	1	"Ast"	"LINC00092"
"PDZD8"	0.00615534493329696	-0.0597903656358438	0	0.491	1	"Ast"	"PDZD8"
"PJA1"	0.00615534493329696	-0.152921012722948	0	0.491	1	"Ast"	"PJA1"
"SRSF10"	0.00615534493329696	-0.0507606989483668	0	0.491	1	"Ast"	"SRSF10"
"WHAMMP2"	0.00615534493329696	-0.0405331760392901	0	0.491	1	"Ast"	"WHAMMP2"
"ZNF383"	0.00615534493329696	-0.0364218484077693	0	0.491	1	"Ast"	"ZNF383"
"ZNF426"	0.00615534493329696	-0.2133364269969	0	0.491	1	"Ast"	"ZNF426"
"FTX"	0.0062143314809519	-0.109625875337173	0.1	0.561	1	"Ast"	"FTX"
"TCTN2"	0.0062143314809519	-0.0835891869905888	0.1	0.561	1	"Ast"	"TCTN2"
"INPP5B"	0.0062542873186106	-0.293726233681078	0.1	0.614	1	"Ast"	"INPP5B"
"LARP4"	0.00629507737746005	-0.182984726952149	0.4	0.719	1	"Ast"	"LARP4"
"MBD1"	0.00641747686158392	-0.175118836176186	0.1	0.649	1	"Ast"	"MBD1"
"SRSF4"	0.00641747686158392	-0.130383645684143	0.2	0.632	1	"Ast"	"SRSF4"
"MT1F"	0.0065578002990178	0.293185044857034	0.9	0.702	1	"Ast"	"MT1F"
"FAM169A"	0.00658006473869669	-0.179876883661057	0.1	0.561	1	"Ast"	"FAM169A"
"DCAF7"	0.00661545050806618	-0.22577511819114	0.1	0.614	1	"Ast"	"DCAF7"
"LPXN"	0.00696504099440212	-0.155660778482997	0.1	0.561	1	"Ast"	"LPXN"
"NBR1"	0.00702952911149694	-0.368469332295801	0.2	0.649	1	"Ast"	"NBR1"
"LOH12CR1"	0.00709163170394381	-0.129880158188935	0.1	0.632	1	"Ast"	"LOH12CR1"
"LYRM2"	0.00713065761042064	-0.533591462986634	0.1	0.579	1	"Ast"	"LYRM2"
"PTBP2"	0.00722018621974161	-0.800941678345574	0.7	0.895	1	"Ast"	"PTBP2"
"NFAT5"	0.0072696321802219	-0.814304355797445	0.6	0.965	1	"Ast"	"NFAT5"
"TP53"	0.00727369400507645	-0.144192241703108	0.1	0.596	1	"Ast"	"TP53"
"ITGA9"	0.00737012844088659	-0.0451154476540337	0.1	0.561	1	"Ast"	"ITGA9"
"PRMT3"	0.007394537351211	-0.17780411620545	0.1	0.614	1	"Ast"	"PRMT3"
"ASTN2"	0.00749371254271947	-0.150361944655375	0.1	0.632	1	"Ast"	"ASTN2"
"PDP1"	0.00754164858876915	-0.0972692670105686	0.1	0.579	1	"Ast"	"PDP1"
"ITGA7"	0.00757186167983391	-0.358613702449264	0.2	0.632	1	"Ast"	"ITGA7"
"RANBP17"	0.00759359924271604	-0.0831188734809396	0.1	0.544	1	"Ast"	"RANBP17"
"PRPF40A"	0.00760094718968255	-0.681741530856099	0.3	0.737	1	"Ast"	"PRPF40A"
"ABCA10"	0.00764901752963653	-0.0119232387047329	0	0.474	1	"Ast"	"ABCA10"
"ANGPT1"	0.00764901752963653	-0.202909611399524	0	0.474	1	"Ast"	"ANGPT1"
"C1orf146"	0.00764901752963653	-0.0298174107171994	0	0.474	1	"Ast"	"C1orf146"
"C3orf49"	0.00764901752963653	-0.0265290915019406	0	0.474	1	"Ast"	"C3orf49"
