"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"
"SLC25A26"	2.04765169368973e-97	0.830326094471586	0.182	0.025	6.87826680427317e-93	"Ast"	"SLC25A26"	"male"
"LINC01138"	3.92096291754577e-97	0.468352784268492	0.263	0.071	1.3170906536328e-92	"Ast"	"LINC01138"	"male"
"MALRD1"	9.69669068664817e-97	0.784158303277647	0.194	0.032	3.25721536855199e-92	"Ast"	"MALRD1"	"male"
"RAPGEF3"	6.14887636839599e-96	-1.28935403419612	0.224	0.366	2.0654690609079e-91	"Ast"	"RAPGEF3"	"male"
"IMMP2L"	5.02477704619105e-95	0.545980523055174	0.29	0.09	1.68787285758604e-90	"Ast"	"IMMP2L"	"male"
"CRYAB"	6.47175615867847e-93	1.11535499436752	0.187	0.032	2.17392761126169e-88	"Ast"	"CRYAB"	"male"
"SPDYE2"	2.68919023000789e-92	0.900720157451602	0.132	0.003	9.03325890161951e-88	"Ast"	"SPDYE2"	"male"
"TMTC2"	4.18303432280576e-92	0.593524397946591	0.372	0.15	1.40512305937368e-87	"Ast"	"TMTC2"	"male"
"GNG12-AS1"	4.29309093533653e-92	0.778402793252434	0.17	0.022	1.44209217608889e-87	"Ast"	"GNG12-AS1"	"male"
"RP13-143G15.4"	1.97111114500647e-91	0.934341973597026	0.162	0.019	6.62115944719122e-87	"Ast"	"RP13-143G15.4"	"male"
"ZNF350-AS1"	4.10973471893663e-91	0.762825226668423	0.166	0.02	1.380500989438e-86	"Ast"	"ZNF350-AS1"	"male"
"RANBP3L"	1.00385844097815e-90	0.639076444222232	0.35	0.138	3.37206088908971e-86	"Ast"	"RANBP3L"	"male"
"JUNB"	1.1092328859243e-90	0.924019220931451	0.233	0.062	3.72602418710832e-86	"Ast"	"JUNB"	"male"
"RBM6"	2.17565951069205e-90	0.425630441018403	0.352	0.133	7.30825786236566e-86	"Ast"	"RBM6"	"male"
"ITPKB-AS1"	6.4799852645731e-89	0.942077258142848	0.128	0.002	2.17669185022275e-84	"Ast"	"ITPKB-AS1"	"male"
"BIRC6-AS2"	9.76817308495845e-89	0.93403019176448	0.131	0.004	3.28122702096839e-84	"Ast"	"BIRC6-AS2"	"male"
"PDE4DIP"	2.08381955779955e-88	0.445548039748025	0.486	0.23	6.99975827660448e-84	"Ast"	"PDE4DIP"	"male"
"TF"	2.64017240600616e-88	0.667905268593405	0.176	0.028	8.8686031290153e-84	"Ast"	"TF"	"male"
"CLYBL"	1.25149854615586e-87	0.590397689399684	0.22	0.054	4.20390876639214e-83	"Ast"	"CLYBL"	"male"
"RP11-77K12.4"	5.23454386638338e-87	1.04680373086853	0.13	0.005	1.75833563015684e-82	"Ast"	"RP11-77K12.4"	"male"
"MT1M"	6.54211148300134e-87	0.750402412442612	0.201	0.043	2.19756066825498e-82	"Ast"	"MT1M"	"male"
"SOD2"	8.38466005705934e-87	0.808361939212864	0.212	0.051	2.8164911597668e-82	"Ast"	"SOD2"	"male"
"TMEM241"	1.77952342935541e-86	0.766791798884841	0.217	0.054	5.97759715154775e-82	"Ast"	"TMEM241"	"male"
"AP000304.12"	4.69834056858342e-85	0.789245351645179	0.154	0.019	1.57821958039286e-80	"Ast"	"AP000304.12"	"male"
"MYRIP"	1.17791457125443e-83	0.681955309379926	0.173	0.03	3.95673283630074e-79	"Ast"	"MYRIP"	"male"
"LINC01322"	2.49992517152279e-83	0.748076561420078	0.146	0.015	8.39749864366219e-79	"Ast"	"LINC01322"	"male"
"HSPA1A"	2.73170577976562e-83	1.03283684730993	0.181	0.035	9.17607288481069e-79	"Ast"	"HSPA1A"	"male"
"H3F3B"	2.37054747010364e-82	0.759931981953713	0.227	0.064	7.96290600682513e-78	"Ast"	"H3F3B"	"male"
"RP11-417F21.1"	2.52990930510336e-81	0.839574538155329	0.128	0.007	8.49821834677269e-77	"Ast"	"RP11-417F21.1"	"male"
"USP39"	5.02991777759708e-81	0.337942221745889	0.344	0.136	1.68959968067264e-76	"Ast"	"USP39"	"male"
"PPP3CC"	6.62836805262435e-81	0.66851473301496	0.197	0.046	2.22653511255704e-76	"Ast"	"PPP3CC"	"male"
"SPDYE3"	3.51765360415611e-80	0.791163030539668	0.132	0.01	1.18161502217208e-75	"Ast"	"SPDYE3"	"male"
"NFIB"	1.04173340115754e-79	0.397948668065333	0.429	0.197	3.49928666782828e-75	"Ast"	"NFIB"	"male"
"PTCHD1-AS"	1.10189360351842e-79	0.399834931354014	0.327	0.128	3.70137080357872e-75	"Ast"	"PTCHD1-AS"	"male"
"B2M"	2.38762182437105e-79	0.986503632762733	0.128	0.008	8.02026047024479e-75	"Ast"	"B2M"	"male"
"PLXDC2"	2.66213269714836e-79	0.515460724706322	0.271	0.092	8.94236994299104e-75	"Ast"	"PLXDC2"	"male"
"TCF24"	2.2119641527277e-78	0.732885658817168	0.141	0.016	7.43020878542762e-74	"Ast"	"TCF24"	"male"
"HMGN3"	3.15890860256695e-78	0.594615425842331	0.19	0.043	1.06110898868826e-73	"Ast"	"HMGN3"	"male"
"COLEC12"	6.05309068076063e-78	0.553668609193428	0.208	0.054	2.0332936905743e-73	"Ast"	"COLEC12"	"male"
"LRP4-AS1"	6.48363451387772e-78	0.810164285466174	0.123	0.007	2.17791766955666e-73	"Ast"	"LRP4-AS1"	"male"
"CD44"	7.16620007098088e-78	0.809613664266177	0.155	0.024	2.40719826584319e-73	"Ast"	"CD44"	"male"
"MAK"	3.47325648011516e-77	0.726826658034778	0.141	0.017	1.16670158423548e-72	"Ast"	"MAK"	"male"
"ST8SIA1"	4.51467536811798e-77	0.7002384032183	0.169	0.032	1.51652460290451e-72	"Ast"	"ST8SIA1"	"male"
"HSP90AA1"	1.79040390774038e-76	0.843154744636712	0.282	0.107	6.01414576649073e-72	"Ast"	"HSP90AA1"	"male"
"XPO1"	3.43464265083092e-76	0.334849406708793	0.231	0.068	1.15373081284062e-71	"Ast"	"XPO1"	"male"
"ZNF565"	6.21610068507063e-76	0.7277296964966	0.143	0.019	2.08805038112208e-71	"Ast"	"ZNF565"	"male"
"RP11-1000B6.3"	1.88109562536685e-75	0.467715465750439	0.182	0.041	6.31878831516977e-71	"Ast"	"RP11-1000B6.3"	"male"
"ENTPD1-AS1"	4.98598943156733e-75	0.408656790466709	0.272	0.097	1.67484370995778e-70	"Ast"	"ENTPD1-AS1"	"male"
"PNISR"	5.93882226721063e-75	0.280960955723202	0.471	0.227	1.99490978777872e-70	"Ast"	"PNISR"	"male"
"HNRNPH1"	1.54522330149514e-74	0.665788586767058	0.163	0.031	5.19055959205234e-70	"Ast"	"HNRNPH1"	"male"
"MT1G"	2.45393151337244e-74	0.95442331035437	0.167	0.035	8.24300134656936e-70	"Ast"	"MT1G"	"male"
"LINC-PINT"	2.57392609269855e-74	0.309997054061403	0.395	0.176	8.64607513798371e-70	"Ast"	"LINC-PINT"	"male"
"HNRNPDL"	3.06962376800824e-74	0.47405349689944	0.236	0.074	1.03111731991165e-69	"Ast"	"HNRNPDL"	"male"
"MKLN1"	4.72363393596456e-74	0.243532062364546	0.519	0.261	1.58671587542985e-69	"Ast"	"MKLN1"	"male"
"MARCH6"	8.04140611162467e-74	0.435533455481748	0.231	0.071	2.70118872695584e-69	"Ast"	"MARCH6"	"male"
"RNF19B"	9.05896161056942e-74	0.701583776869811	0.188	0.047	3.04299579460637e-69	"Ast"	"RNF19B"	"male"
"TMEM161B-AS1"	1.01342614485234e-73	0.322850335970632	0.391	0.176	3.4041997631735e-69	"Ast"	"TMEM161B-AS1"	"male"
"MAP3K5"	3.66600144029336e-73	0.319211325871925	0.401	0.183	1.23144654380894e-68	"Ast"	"MAP3K5"	"male"
"SLC9A9"	4.81681970753748e-73	0.333423836149686	0.267	0.094	1.61801790795891e-68	"Ast"	"SLC9A9"	"male"
"BCYRN1"	5.53195334904403e-73	-0.856201470246131	0.474	0.568	1.85823844947738e-68	"Ast"	"BCYRN1"	"male"
"SOX6"	8.18230265805196e-73	0.376268862986109	0.303	0.117	2.74851728586623e-68	"Ast"	"SOX6"	"male"
"PRKD1"	1.08867586387817e-72	0.426760743510378	0.272	0.099	3.65697109435317e-68	"Ast"	"PRKD1"	"male"
"HSPB1"	1.83832779927367e-72	0.621989231382638	0.263	0.096	6.17512691054017e-68	"Ast"	"HSPB1"	"male"
"MED12L"	5.35972018430263e-72	0.298517574912314	0.35	0.148	1.8003836071091e-67	"Ast"	"MED12L"	"male"
"RNF19A"	8.80275250696723e-72	0.51472014629437	0.225	0.071	2.95693259461536e-67	"Ast"	"RNF19A"	"male"
"SPDYE5"	1.69775085089414e-71	0.706988913112745	0.12	0.01	5.7029148832385e-67	"Ast"	"SPDYE5"	"male"
"MED13L"	2.03957006775434e-71	0.359723983507129	0.35	0.151	6.85111981459359e-67	"Ast"	"MED13L"	"male"
"GGPS1"	2.89170819465425e-71	0.780499209783608	0.124	0.012	9.71353699666308e-67	"Ast"	"GGPS1"	"male"
"NFIA"	3.54247777483393e-71	0.311028841701026	0.64	0.362	1.18995370934446e-66	"Ast"	"NFIA"	"male"
"NBPF19"	4.01240932045701e-71	0.404563303024281	0.245	0.083	1.34780841483471e-66	"Ast"	"NBPF19"	"male"
"SOX5"	7.14343767980064e-71	0.409981188892849	0.429	0.211	2.39955215102183e-66	"Ast"	"SOX5"	"male"
"SLC39A11"	1.11642595519185e-70	0.345730368519301	0.42	0.2	3.75018642608495e-66	"Ast"	"SLC39A11"	"male"
"TPST1"	1.14228529511252e-70	0.472130512218044	0.286	0.112	3.83705053481246e-66	"Ast"	"TPST1"	"male"
"NCOA1"	1.64103565357844e-70	0.260760569110465	0.458	0.223	5.51240286393534e-66	"Ast"	"NCOA1"	"male"
"DPYSL2"	3.57896806069519e-70	0.274774624840326	0.401	0.185	1.20221116126812e-65	"Ast"	"DPYSL2"	"male"
"TAB2"	2.43738474262955e-69	0.437912090323461	0.226	0.073	8.18741908896693e-65	"Ast"	"TAB2"	"male"
"TOM1L1"	4.62351535655926e-69	0.723235175608204	0.112	0.007	1.55308504342182e-64	"Ast"	"TOM1L1"	"male"
"UBC"	6.08382791709938e-69	0.701201857342347	0.252	0.093	2.04361863563285e-64	"Ast"	"UBC"	"male"
"MT-CO2"	7.14776928458446e-69	-0.681480009377519	0.523	0.611	2.40100718038476e-64	"Ast"	"MT-CO2"	"male"
"DDX5"	1.80112623992788e-68	0.304306459570221	0.262	0.096	6.05016315254175e-64	"Ast"	"DDX5"	"male"
"PDZRN3"	2.77488272138528e-68	0.354846520972748	0.257	0.093	9.32110854940531e-64	"Ast"	"PDZRN3"	"male"
"PON2"	3.40347250907728e-68	0.344618016389543	0.33	0.141	1.14326045052415e-63	"Ast"	"PON2"	"male"
"PPM1G"	1.76623547103737e-67	0.497171903989476	0.181	0.047	5.93296157076164e-63	"Ast"	"PPM1G"	"male"
"RP11-452H21.1"	7.98882435250894e-67	0.637347618193293	0.132	0.019	2.68352598825128e-62	"Ast"	"RP11-452H21.1"	"male"
"AK3"	1.00595384657657e-66	0.432604028180617	0.164	0.037	3.37909956603537e-62	"Ast"	"AK3"	"male"
"RFX4"	2.03155436992745e-66	0.187338968574626	0.462	0.23	6.82419428402331e-62	"Ast"	"RFX4"	"male"
"TMSB4X"	2.3131166785225e-66	0.387937433130342	0.293	0.12	7.76999023482492e-62	"Ast"	"TMSB4X"	"male"
"ZNF638"	3.36464880131991e-66	0.293406989964102	0.252	0.091	1.13021917885137e-61	"Ast"	"ZNF638"	"male"
"TCF12"	4.18954784383008e-66	0.315530265495612	0.282	0.111	1.40731101622096e-61	"Ast"	"TCF12"	"male"
"IL3RA"	6.14248242224185e-66	0.650435547663024	0.12	0.014	2.06332127045526e-61	"Ast"	"IL3RA"	"male"
"TTC28"	7.50499264152108e-66	0.251620943313516	0.324	0.137	2.52100207821335e-61	"Ast"	"TTC28"	"male"
"LINC00299"	1.54134175204883e-65	0.315380677676751	0.263	0.099	5.17752107930723e-61	"Ast"	"LINC00299"	"male"
"TDRD3"	1.77768892415678e-65	0.385639930155282	0.201	0.061	5.97143486513505e-61	"Ast"	"TDRD3"	"male"
"UMAD1"	3.06342869964422e-65	0.467501453912233	0.16	0.036	1.02903633449749e-60	"Ast"	"UMAD1"	"male"
"RNF13"	5.12347296629969e-65	0.595915735340285	0.152	0.033	1.72102580410973e-60	"Ast"	"RNF13"	"male"
"FER"	5.42576733549145e-65	0.366220130621157	0.23	0.079	1.82256950566493e-60	"Ast"	"FER"	"male"
"HMGB1"	5.97901355862304e-65	0.16886226529034	0.325	0.139	2.00841044447706e-60	"Ast"	"HMGB1"	"male"
"PARD3B"	6.4295683390829e-65	0.19784682919046	0.419	0.202	2.15975630078134e-60	"Ast"	"PARD3B"	"male"
"VPS13A"	2.22094933106772e-64	0.537877271197279	0.157	0.036	7.46039089798957e-60	"Ast"	"VPS13A"	"male"
"LINC00499"	3.30448085913488e-64	0.336393310562713	0.365	0.172	1.110008165392e-59	"Ast"	"LINC00499"	"male"
"BAALC-AS1"	3.34001522210393e-64	0.394824834993739	0.161	0.037	1.12194451325693e-59	"Ast"	"BAALC-AS1"	"male"
"ITGA9"	3.83064396894781e-64	0.590066381613309	0.134	0.022	1.28675161560926e-59	"Ast"	"ITGA9"	"male"
"LINC00609"	6.61961893002836e-64	0.736616227200276	0.163	0.04	2.22359619478583e-59	"Ast"	"LINC00609"	"male"
"ALDH1A1"	6.91026601832233e-64	0.417615455551449	0.216	0.072	2.32122745821465e-59	"Ast"	"ALDH1A1"	"male"
"SDCCAG8"	1.39354820493416e-63	0.344465508891261	0.212	0.069	4.68106777519434e-59	"Ast"	"SDCCAG8"	"male"
"LRBA"	1.63087171958819e-63	0.350994612491299	0.197	0.06	5.47826119326868e-59	"Ast"	"LRBA"	"male"
"PLD5"	1.86937844543484e-63	0.664704958315687	0.17	0.045	6.27942913606018e-59	"Ast"	"PLD5"	"male"
"ARGLU1"	2.37792944281898e-63	0.288153677018332	0.242	0.088	7.98770279137323e-59	"Ast"	"ARGLU1"	"male"
"ID3"	2.4300916821149e-63	1.03720409522803	0.1	0.005	8.16292096939216e-59	"Ast"	"ID3"	"male"
"IFITM3"	3.09893600597504e-63	0.486412748753407	0.17	0.044	1.04096359376707e-58	"Ast"	"IFITM3"	"male"
"BMPR1B"	9.35281967589132e-63	0.184025176798041	0.382	0.18	3.14170565732865e-58	"Ast"	"BMPR1B"	"male"
"CBR4"	1.07214009597821e-62	0.43384628490613	0.174	0.047	3.60142579640042e-58	"Ast"	"CBR4"	"male"
"RP11-444D3.1"	1.67505002300462e-62	0.210882843986947	0.312	0.133	5.6266605322748e-58	"Ast"	"RP11-444D3.1"	"male"
"HMCN2"	2.52500001135727e-62	0.563221509531119	0.103	0.007	8.4817275381502e-58	"Ast"	"HMCN2"	"male"
"RNF111"	5.77334574664663e-62	0.476029025142183	0.144	0.03	1.93932456975607e-57	"Ast"	"RNF111"	"male"
"LRRC16A"	8.99013865229968e-62	0.248703302068319	0.444	0.225	3.01987747469399e-57	"Ast"	"LRRC16A"	"male"
"RP11-131L23.1"	1.10391745878033e-61	0.577522533934295	0.121	0.017	3.708169135789e-57	"Ast"	"RP11-131L23.1"	"male"
"CNTNAP2"	2.02659186334471e-61	0.205515029757635	0.334	0.149	6.80752472816121e-57	"Ast"	"CNTNAP2"	"male"
"TBC1D5"	3.60761975719803e-61	0.255310253209365	0.287	0.119	1.21183555264039e-56	"Ast"	"TBC1D5"	"male"
"MEIS2"	4.76264640562941e-61	0.182509846931611	0.412	0.202	1.59982055411497e-56	"Ast"	"MEIS2"	"male"
"FIGN"	4.86472449000788e-61	0.340551686073317	0.223	0.078	1.63410960343855e-56	"Ast"	"FIGN"	"male"
"MAP4K4"	7.6509453218634e-61	0.149140551124781	0.416	0.204	2.57002904306714e-56	"Ast"	"MAP4K4"	"male"
"MIR4300HG"	7.65669632981077e-61	0.591445540979321	0.232	0.088	2.57196086414674e-56	"Ast"	"MIR4300HG"	"male"
"PHACTR3"	1.92753713648465e-60	0.116940710213317	0.313	0.136	6.4747899951656e-56	"Ast"	"PHACTR3"	"male"
"RP11-778J15.1"	2.7313310512102e-60	0.496094405391611	0.133	0.025	9.17481413412017e-56	"Ast"	"RP11-778J15.1"	"male"
"LGR4"	2.9321686075319e-60	0.297724226949654	0.234	0.086	9.84944756956039e-56	"Ast"	"LGR4"	"male"
"APC"	3.50022303108836e-60	0.24289339378421	0.354	0.166	1.17575991837289e-55	"Ast"	"APC"	"male"
"FUT9"	3.61524429155243e-60	0.246502906182309	0.418	0.211	1.21439670997538e-55	"Ast"	"FUT9"	"male"
"MARCH3"	3.67216005032379e-60	0.529240401834668	0.196	0.064	1.23351528250427e-55	"Ast"	"MARCH3"	"male"
"UTRN"	1.16418165625962e-59	0.381641411793941	0.164	0.043	3.91060260154169e-55	"Ast"	"UTRN"	"male"
"MYO6"	1.38108850822985e-59	0.233716021018624	0.286	0.119	4.6392144079949e-55	"Ast"	"MYO6"	"male"
"DBI"	4.32536357171975e-59	0.638966687184323	0.122	0.02	1.45293287737638e-54	"Ast"	"DBI"	"male"
"EIF4G3"	5.76512688156137e-59	0.23644276359632	0.267	0.108	1.93656377078528e-54	"Ast"	"EIF4G3"	"male"
"IQCK"	6.67148869914896e-59	0.24356918892307	0.261	0.104	2.24101976893113e-54	"Ast"	"IQCK"	"male"
"OSBPL1A"	7.37541272224632e-59	0.293055271181022	0.221	0.079	2.47747488752976e-54	"Ast"	"OSBPL1A"	"male"
"RUNX1"	8.23302685080835e-59	0.522902521893256	0.119	0.018	2.76555604945503e-54	"Ast"	"RUNX1"	"male"
"MAGI1"	1.12489638146765e-58	0.287013423397398	0.28	0.117	3.778639434988e-54	"Ast"	"MAGI1"	"male"
"SPAG16"	1.25019602569118e-58	0.363686408165517	0.161	0.042	4.19953346989924e-54	"Ast"	"SPAG16"	"male"
"SEPT7"	1.28253428621567e-58	0.180040701097298	0.304	0.132	4.30816092082705e-54	"Ast"	"SEPT7"	"male"
"HMBOX1"	1.86249862549536e-58	0.316188590627925	0.192	0.061	6.25631913290145e-54	"Ast"	"HMBOX1"	"male"
"REV3L"	1.98623672520213e-58	0.184033691661365	0.35	0.162	6.67196778362646e-54	"Ast"	"REV3L"	"male"
"LRIG1"	2.0045057351959e-58	0.21244906361772	0.348	0.163	6.73333521509654e-54	"Ast"	"LRIG1"	"male"
"DENND1B"	7.62137063486749e-58	0.529779409644405	0.127	0.024	2.56009460995834e-53	"Ast"	"DENND1B"	"male"
"SESN1"	7.99907077893055e-58	0.492033433323411	0.149	0.036	2.68696786535056e-53	"Ast"	"SESN1"	"male"
"KCNMB2-AS1"	1.13572845343299e-57	0.527286129809604	0.163	0.045	3.81502544792674e-53	"Ast"	"KCNMB2-AS1"	"male"
"DDIT4"	1.66223882281856e-57	0.631428856905158	0.185	0.06	5.58362642972982e-53	"Ast"	"DDIT4"	"male"
"PHF14"	1.79859105667416e-57	0.299346142863419	0.197	0.066	6.04164721847416e-53	"Ast"	"PHF14"	"male"
"PSD3"	1.82173827728143e-57	0.16827457794158	0.47	0.247	6.11940104721607e-53	"Ast"	"PSD3"	"male"
"EXOC4"	2.18343893529254e-57	0.176277395582484	0.287	0.122	7.33438972754116e-53	"Ast"	"EXOC4"	"male"
"MAP4K5"	2.69932356849293e-57	0.387106450922688	0.19	0.061	9.06729779892461e-53	"Ast"	"MAP4K5"	"male"
"EEF1A1"	3.49933580210903e-57	0.520679921708334	0.158	0.042	1.17546188928644e-52	"Ast"	"EEF1A1"	"male"
"GABPB1-AS1"	3.6723745393238e-57	0.477101300205374	0.145	0.034	1.23358733150426e-52	"Ast"	"GABPB1-AS1"	"male"
"DST"	5.43926934581027e-57	0.431384556506574	0.691	0.45	1.82710496595113e-52	"Ast"	"DST"	"male"
"NUTM2B-AS1"	7.45460540543664e-57	0.299969246736657	0.171	0.05	2.50407650174022e-52	"Ast"	"NUTM2B-AS1"	"male"
"HIBCH"	9.15956221755582e-57	0.271225939238767	0.197	0.066	3.07678854449918e-52	"Ast"	"HIBCH"	"male"
"C1orf56"	1.69262503033689e-56	0.615236443163532	0.103	0.012	5.68569673940465e-52	"Ast"	"C1orf56"	"male"
"HSPA1B"	1.89252847809129e-56	0.696060682596705	0.145	0.035	6.35719241075646e-52	"Ast"	"HSPA1B"	"male"
"NCAM2"	2.02345677892232e-56	0.251329570387783	0.538	0.308	6.79699366607798e-52	"Ast"	"NCAM2"	"male"
"SBF2"	2.79747982424981e-56	0.168873561827707	0.297	0.13	9.39701447763755e-52	"Ast"	"SBF2"	"male"
"NAALADL2"	2.81457372332152e-56	0.206466822779807	0.323	0.148	9.4544345940093e-52	"Ast"	"NAALADL2"	"male"
"AFF1"	4.72424395643044e-56	0.218505859662843	0.24	0.094	1.58692078740455e-51	"Ast"	"AFF1"	"male"
