"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"
"TNIK"	8.98077987647283e-16	-0.365849475658318	0.560018682858477	0.690082644628099	2.69064165099126e-11	"Ast"	"TNIK"	"male"
"MSI2"	1.06033806356231e-15	-0.401453780680667	0.477347034096217	0.636363636363636	3.17677283843267e-11	"Ast"	"MSI2"	"male"
"BTBD9"	1.08381010547069e-15	-0.3831937653025	0.146193367585241	0.265289256198347	3.24709507599019e-11	"Ast"	"BTBD9"	"male"
"ATP1B2"	1.12150419408074e-15	0.851836617218062	0.408220457730033	0.310743801652893	3.36002656546588e-11	"Ast"	"ATP1B2"	"male"
"GLIS3"	4.01763031815863e-15	-0.40051738349864	0.330686595049043	0.480165289256198	1.20368204332033e-10	"Ast"	"GLIS3"	"male"
"STMN1"	4.02424526483122e-15	0.650687842783227	0.151331153666511	0.059504132231405	1.20566388134343e-10	"Ast"	"STMN1"	"male"
"RASGEF1B"	5.6814423596905e-15	0.987610730065732	0.477347034096217	0.401652892561983	1.70216013096327e-10	"Ast"	"RASGEF1B"	"male"
"GABRB1"	5.72288055086444e-15	-0.429158696906483	0.433909388136385	0.573553719008264	1.71457501303899e-10	"Ast"	"GABRB1"	"male"
"RP11-384F7.2"	1.01062419419069e-14	-0.395001667277115	0.569827183559085	0.669421487603306	3.0278300857953e-10	"Ast"	"RP11-384F7.2"	"male"
"PRKCA"	1.57394029615442e-14	-0.341086032786075	0.359177954226997	0.510743801652893	4.71552512727864e-10	"Ast"	"PRKCA"	"male"
"PRNP"	1.70975163045204e-14	0.80619472066418	0.25922466137319	0.152892561983471	5.1224158848343e-10	"Ast"	"PRNP"	"male"
"OPHN1"	1.79025315429421e-14	-0.324131221303605	0.287716020551144	0.434710743801653	5.36359845026545e-10	"Ast"	"OPHN1"	"male"
"GAPDH"	2.16040853599776e-14	0.753047895031652	0.338626809901915	0.228099173553719	6.47258397384928e-10	"Ast"	"GAPDH"	"male"
"NCAM2"	2.21516234834478e-14	-0.388780705899302	0.413358243811303	0.553719008264463	6.63662639564096e-10	"Ast"	"NCAM2"	"male"
"RYR3"	2.22469293977763e-14	-0.400276287448448	0.455861746847268	0.586776859504132	6.66518004757377e-10	"Ast"	"RYR3"	"male"
"RFX3"	2.31262777045665e-14	-0.382439297454644	0.25408687529192	0.392561983471074	6.92863280028812e-10	"Ast"	"RFX3"	"male"
"SMYD3"	3.26250778305431e-14	-0.411443853259811	0.255955161139654	0.387603305785124	9.77447331803071e-10	"Ast"	"SMYD3"	"male"
"STK33"	3.80183930203785e-14	-0.431863710385655	0.143390938813638	0.252892561983471	1.13903105489054e-09	"Ast"	"STK33"	"male"
"LMCD1-AS1"	3.94108463351599e-14	-0.430222862076072	0.132648295189164	0.241322314049587	1.18074895620139e-09	"Ast"	"LMCD1-AS1"	"male"
"SHROOM3"	4.00498555738586e-14	-0.353186380013893	0.206912657636618	0.335537190082645	1.1998936729928e-09	"Ast"	"SHROOM3"	"male"
"CDC14A"	4.09325852353533e-14	-0.410197309762777	0.104624007473143	0.201652892561983	1.22634025365119e-09	"Ast"	"CDC14A"	"male"
"SORBS1"	4.60796492445343e-14	-0.414992475159379	0.42316674451191	0.558677685950413	1.38054629136625e-09	"Ast"	"SORBS1"	"male"
"KIAA0319"	4.66450475650511e-14	-0.402023881475433	0.117702008407286	0.21900826446281	1.39748562504893e-09	"Ast"	"KIAA0319"	"male"
"ANK2"	5.24097023769535e-14	-0.364054274058604	0.549276039234003	0.665289256198347	1.57019468321353e-09	"Ast"	"ANK2"	"male"
"BSG"	5.24909571640071e-14	0.743076393063078	0.21345165810369	0.113223140495868	1.57262907663365e-09	"Ast"	"BSG"	"male"
"AC002429.5"	7.02267293127736e-14	-0.415599100167624	0.14992993928071	0.262809917355372	2.1039928102107e-09	"Ast"	"AC002429.5"	"male"
"TENM2"	7.16938312076146e-14	-0.428263343577036	0.392340028024288	0.527272727272727	2.14794718298013e-09	"Ast"	"TENM2"	"male"
"RTN1"	9.08710708247985e-14	0.607892584329827	0.244745446053246	0.137190082644628	2.72249728191096e-09	"Ast"	"RTN1"	"male"
"MAST4"	9.77597558007565e-14	-0.318269123128806	0.333021952358711	0.48099173553719	2.92888228379066e-09	"Ast"	"MAST4"	"male"
"DTNA"	1.04326823641333e-13	-0.303850748318284	0.676786548341896	0.755371900826446	3.12563163629435e-09	"Ast"	"DTNA"	"male"
"SUCLG2-AS1"	1.09509766170683e-13	-0.369753924464506	0.0980850070060719	0.190909090909091	3.28091259447366e-09	"Ast"	"SUCLG2-AS1"	"male"
"MAPK10"	1.09840979728494e-13	-0.357993913100204	0.425035030359645	0.567768595041322	3.29083575266567e-09	"Ast"	"MAPK10"	"male"
"RERG"	1.72441886992402e-13	-0.362399369283494	0.156936011209715	0.267768595041322	5.16635893429237e-09	"Ast"	"RERG"	"male"
"LGI1"	1.89858638510295e-13	-0.312610141418471	0.184026156001868	0.304132231404959	5.68816480976843e-09	"Ast"	"LGI1"	"male"
"NCKAP5"	2.5557573202694e-13	-0.318116400979175	0.276039234002802	0.414876033057851	7.65704893152711e-09	"Ast"	"NCKAP5"	"male"
"TMSB10"	2.71924227838358e-13	0.697163915637715	0.158337225595516	0.0702479338842975	8.14684986603721e-09	"Ast"	"TMSB10"	"male"
"ARHGAP24"	2.86676845659886e-13	-0.342718189532159	0.272302662307333	0.40495867768595	8.58883829597017e-09	"Ast"	"ARHGAP24"	"male"
"TRPM3"	2.87977617137309e-13	-0.466395105429996	0.356375525455395	0.480165289256198	8.62780940943378e-09	"Ast"	"TRPM3"	"male"
"FUT9"	2.95134390484799e-13	-0.345630670704263	0.354040168145726	0.496694214876033	8.84222633892458e-09	"Ast"	"FUT9"	"male"
"TTTY14"	3.15794510516371e-13	-0.475418831696128	0.139187295656235	0.242148760330578	9.46120353507047e-09	"Ast"	"TTTY14"	"male"
"NEAT1"	3.23406689071797e-13	-0.384728997494153	0.540868752919197	0.668595041322314	9.68926440459102e-09	"Ast"	"NEAT1"	"male"
"ARHGAP42"	3.73238687566597e-13	-0.270528855981034	0.0658570761326483	0.144628099173554	1.11822310794952e-08	"Ast"	"ARHGAP42"	"male"
"TSPAN7"	4.42202226708254e-13	0.851788883882453	0.209248014946287	0.115702479338843	1.32483787121793e-08	"Ast"	"TSPAN7"	"male"
"RP11-284M14.1"	4.64924520684298e-13	-0.329827707112384	0.0822045773003269	0.167768595041322	1.39291386397016e-08	"Ast"	"RP11-284M14.1"	"male"
"RNF219-AS1"	5.06091614395846e-13	-0.301031780785372	0.506305464736105	0.64297520661157	1.51625047672996e-08	"Ast"	"RNF219-AS1"	"male"
"ZNF518A"	6.52611329127022e-13	-0.38677799279033	0.20457730032695	0.323140495867769	1.95522354206456e-08	"Ast"	"ZNF518A"	"male"
"ZFAND3"	6.57367866803127e-13	-0.329346000847162	0.234936945352639	0.364462809917355	1.96947412894217e-08	"Ast"	"ZFAND3"	"male"
"RP11-317N12.1"	6.95851982104859e-13	-0.382510700905697	0.0854740775338627	0.171900826446281	2.08477253838616e-08	"Ast"	"RP11-317N12.1"	"male"
"MAML2"	7.06133544301312e-13	-0.379938408246308	0.340028024287716	0.476859504132231	2.11557609872673e-08	"Ast"	"MAML2"	"male"
"ARPP19"	7.29396505322515e-13	0.577647386528634	0.15880429705745	0.071900826446281	2.18527192994625e-08	"Ast"	"ARPP19"	"male"
"SETD2"	7.91549822467434e-13	-0.372284219836138	0.0859411489957964	0.171074380165289	2.37148326811243e-08	"Ast"	"SETD2"	"male"
"DLEU2"	7.96486645308751e-13	-0.390195054519691	0.0966837926202709	0.18595041322314	2.38627398934502e-08	"Ast"	"DLEU2"	"male"
"EYA2"	9.80201474140629e-13	-0.388269105631666	0.113498365249883	0.208264462809917	2.93668361652533e-08	"Ast"	"EYA2"	"male"
"PARD3"	1.0074209382287e-12	-0.374679354191923	0.361046240074731	0.497520661157025	3.01823313093318e-08	"Ast"	"PARD3"	"male"
"MEIS2"	1.09969096454309e-12	-0.387022436669023	0.288183092013078	0.414049586776859	3.29467412977111e-08	"Ast"	"MEIS2"	"male"
"CRB1"	1.10082677878136e-12	-0.368634118630024	0.267164876226063	0.397520661157025	3.29807702922894e-08	"Ast"	"CRB1"	"male"
"APC"	1.12515847160058e-12	-0.311223234144009	0.298925735637553	0.433884297520661	3.37097478091533e-08	"Ast"	"APC"	"male"
"NEBL"	1.21114723291592e-12	-0.358965591026334	0.434843531060252	0.567768595041322	3.6285971098161e-08	"Ast"	"NEBL"	"male"
"TUBA1B"	1.24692871071259e-12	0.700320485249638	0.161139654367118	0.0760330578512397	3.73579841729491e-08	"Ast"	"TUBA1B"	"male"
"PDE4DIP"	1.3036556922977e-12	-0.316393114458146	0.33162073797291	0.471074380165289	3.90575245412391e-08	"Ast"	"PDE4DIP"	"male"
"ATP1B1"	1.31830713897444e-12	0.606158133609669	0.196637085474078	0.102479338842975	3.94964818836742e-08	"Ast"	"ATP1B1"	"male"
"RP11-436K8.1"	1.32365211523487e-12	-0.36143846555729	0.115366651097618	0.209090909090909	3.96566173724368e-08	"Ast"	"RP11-436K8.1"	"male"
"RANBP3L"	1.60793647806409e-12	-0.361167072350433	0.212984586641756	0.331404958677686	4.81737768828001e-08	"Ast"	"RANBP3L"	"male"
"UTY"	1.63255985877282e-12	-0.357504195610856	0.124241008874358	0.221487603305785	4.89114933688338e-08	"Ast"	"UTY"	"male"
"ANKDD1A"	1.70277780248595e-12	-0.331197150383144	0.149462867818776	0.256198347107438	5.10152229624791e-08	"Ast"	"ANKDD1A"	"male"
"RP11-444D3.1"	1.70727507656983e-12	-0.335925802896583	0.279308734236338	0.409090909090909	5.1149961294032e-08	"Ast"	"RP11-444D3.1"	"male"
"RP11-776H12.1"	2.05293017663541e-12	-0.30642014504683	0.12330686595049	0.220661157024793	6.1505788091997e-08	"Ast"	"RP11-776H12.1"	"male"
"ARHGAP26"	2.05380623835054e-12	-0.398037873321584	0.225128444652032	0.345454545454545	6.15320349009821e-08	"Ast"	"ARHGAP26"	"male"
"ZBTB20"	2.31769764734565e-12	-0.291534920344374	0.627276973376927	0.714049586776859	6.94382215144758e-08	"Ast"	"ZBTB20"	"male"
"CLYBL"	2.41983781865958e-12	-0.420523361305285	0.1359177954227	0.233884297520661	7.24983410470411e-08	"Ast"	"CLYBL"	"male"
"ITM2C"	2.47530563315613e-12	0.891160148711184	0.298925735637553	0.208264462809917	7.41601567693575e-08	"Ast"	"ITM2C"	"male"
"PDZRN3"	3.07716721287979e-12	-0.338899779380857	0.191032227930873	0.305785123966942	9.21919296978785e-08	"Ast"	"PDZRN3"	"male"
"PTCHD1-AS"	3.32451107265116e-12	-0.398990434943774	0.183559084539935	0.293388429752066	9.96023517366288e-08	"Ast"	"PTCHD1-AS"	"male"
"PPM1G"	4.85575837872768e-12	0.548415435713849	0.164876226062588	0.0801652892561983	1.45478521026681e-07	"Ast"	"PPM1G"	"male"
"DCLK2"	5.32852813368279e-12	-0.320092451752179	0.2732368052312	0.400826446280992	1.59642702885136e-07	"Ast"	"DCLK2"	"male"
"LRRTM4"	5.60922047028976e-12	-0.324107829134693	0.245679588977114	0.373553719008264	1.68052245289881e-07	"Ast"	"LRRTM4"	"male"
"FAM66D"	5.64594951786935e-12	-0.373583195797395	0.069126576366184	0.143801652892562	1.69152647555366e-07	"Ast"	"FAM66D"	"male"
"DNAH7"	5.66077527806906e-12	-0.412739981588704	0.167211583372256	0.270247933884298	1.69596827330949e-07	"Ast"	"DNAH7"	"male"
"ST7"	5.92586698086416e-12	-0.337537824795624	0.138253152732368	0.237190082644628	1.7753897474669e-07	"Ast"	"ST7"	"male"
"ATXN1"	7.63802404918226e-12	-0.359736064639806	0.179822512844465	0.287603305785124	2.28835200513501e-07	"Ast"	"ATXN1"	"male"
"CDK13"	7.71944986079756e-12	-0.35286600090725	0.121905651564689	0.215702479338843	2.31274717829495e-07	"Ast"	"CDK13"	"male"
"WFS1"	8.75613563995913e-12	0.66785994650309	0.162540868752919	0.0793388429752066	2.62333823773176e-07	"Ast"	"WFS1"	"male"
"GARNL3"	8.91079577913849e-12	-0.294819545093775	0.0999532928538066	0.186776859504132	2.66967441542989e-07	"Ast"	"GARNL3"	"male"
"ATG7"	1.05706114316422e-11	-0.278704692702397	0.146193367585241	0.246280991735537	3.16695518492e-07	"Ast"	"ATG7"	"male"
"ARHGEF26"	1.07786602752355e-11	-0.264631189732626	0.147594581971042	0.247933884297521	3.22928661846057e-07	"Ast"	"ARHGEF26"	"male"
"KANK1"	1.08022020782192e-11	-0.399411639274584	0.257823446987389	0.378512396694215	3.23633974263448e-07	"Ast"	"KANK1"	"male"
"AC074363.1"	1.1086655561977e-11	-0.277179453029631	0.274638019617001	0.403305785123967	3.32156200636832e-07	"Ast"	"AC074363.1"	"male"
"PTMA"	1.17731134437833e-11	0.588403535607935	0.179822512844465	0.0933884297520661	3.52722478775749e-07	"Ast"	"PTMA"	"male"
"LIMCH1"	1.20349904639384e-11	-0.282033145429417	0.211116300794021	0.325619834710744	3.60568314299594e-07	"Ast"	"LIMCH1"	"male"
"FGF14"	1.23398176864939e-11	-0.373431720855336	0.162073797290986	0.265289256198347	3.69700937887357e-07	"Ast"	"FGF14"	"male"
"ADGRL3"	1.25728274474585e-11	-0.360490695169501	0.500700607192901	0.612396694214876	3.76681910325856e-07	"Ast"	"ADGRL3"	"male"
"ERBB4"	1.36787287590019e-11	-0.269522188913915	0.669313404950957	0.747933884297521	4.09814713619697e-07	"Ast"	"ERBB4"	"male"
"MED13L"	1.37884747016977e-11	-0.350744095977706	0.240074731433909	0.358677685950413	4.13102702062862e-07	"Ast"	"MED13L"	"male"
"BCKDHB"	1.40733836247684e-11	-0.343253674552261	0.186361513311537	0.292561983471074	4.2163857339806e-07	"Ast"	"BCKDHB"	"male"
"POU6F2"	1.61747514330015e-11	-0.430462963701713	0.0728631480616534	0.146280991735537	4.84595552932724e-07	"Ast"	"POU6F2"	"male"
"MGEA5"	1.61761458341049e-11	-0.287919231249517	0.215319943951425	0.328099173553719	4.84637329189784e-07	"Ast"	"MGEA5"	"male"
"SASH1"	1.63794208976194e-11	-0.26400504334317	0.301728164409155	0.434710743801653	4.90727450092677e-07	"Ast"	"SASH1"	"male"
"BBOX1"	2.19676627346785e-11	-0.329145866617104	0.0705277907519851	0.14297520661157	6.58151175530967e-07	"Ast"	"BBOX1"	"male"
"ARMC2"	2.79662163519915e-11	-0.370767435710674	0.0607192900513779	0.128925619834711	8.37867841905666e-07	"Ast"	"ARMC2"	"male"
"CTD-2007H13.3"	2.83976561374748e-11	-0.270316684640645	0.0789350770667912	0.154545454545455	8.50793777878746e-07	"Ast"	"CTD-2007H13.3"	"male"
"FTX"	2.8446269597568e-11	-0.322604762944531	0.398879028491359	0.532231404958678	8.52250237143138e-07	"Ast"	"FTX"	"male"
"ADGRV1"	2.94639896510635e-11	-0.286997899715797	0.678654834189631	0.749586776859504	8.82741129945862e-07	"Ast"	"ADGRV1"	"male"
"CTC-498M16.4"	3.32111906379779e-11	-0.36796235858581	0.170014012143858	0.271900826446281	9.95007271513818e-07	"Ast"	"CTC-498M16.4"	"male"
"CDH4"	3.36606522305235e-11	-0.32126992204999	0.134516581036899	0.228925619834711	1.00847314082648e-06	"Ast"	"CDH4"	"male"
"TAB2"	3.44773208475886e-11	-0.391330146681887	0.128911723493695	0.219834710743802	1.03294053259376e-06	"Ast"	"TAB2"	"male"
"CAMK1D"	3.63573393788274e-11	-0.359888559941251	0.130780009341429	0.222314049586777	1.08926588778967e-06	"Ast"	"CAMK1D"	"male"
"TMBIM6"	3.84937706883379e-11	0.779050046502263	0.191499299392807	0.109090909090909	1.1532733698226e-06	"Ast"	"TMBIM6"	"male"
"LMO3"	4.30183885875945e-11	-0.277996217936322	0.206912657636618	0.318181818181818	1.28883092208433e-06	"Ast"	"LMO3"	"male"
"SPECC1"	4.76748146926113e-11	-0.186594140894644	0.0705277907519851	0.143801652892562	1.42833744819063e-06	"Ast"	"SPECC1"	"male"
"SOX6"	5.14605857266449e-11	-0.307685280490355	0.286781877627277	0.413223140495868	1.54175914837028e-06	"Ast"	"SOX6"	"male"
"RP11-37B2.1"	5.23413892049406e-11	-0.43660348663349	0.0794021485287249	0.153719008264463	1.56814802058002e-06	"Ast"	"RP11-37B2.1"	"male"
"NAV2"	5.61787590782951e-11	-0.298567156845259	0.300326950023354	0.426446280991736	1.68311562198572e-06	"Ast"	"NAV2"	"male"
"JARID2"	5.74339155484375e-11	-0.24588547940553	0.189163942083139	0.299173553719008	1.72072010983119e-06	"Ast"	"JARID2"	"male"
"TMEM108"	6.31421406162686e-11	-0.2937454595774	0.16767865483419	0.269421487603306	1.89173853286341e-06	"Ast"	"TMEM108"	"male"
"STARD13"	6.64947032997822e-11	-0.32478065471686	0.140588510042036	0.233884297520661	1.99218131086147e-06	"Ast"	"STARD13"	"male"
"ATP13A4"	6.71366991067839e-11	-0.335831973728795	0.204110228865016	0.31404958677686	2.01141550523924e-06	"Ast"	"ATP13A4"	"male"
"CALM3"	6.97584072426616e-11	0.61438411241828	0.159738439981317	0.0809917355371901	2.08996188099014e-06	"Ast"	"CALM3"	"male"
"FAIM2"	9.0965687885993e-11	0.631652457176472	0.136851938346567	0.0644628099173554	2.72533200906435e-06	"Ast"	"FAIM2"	"male"
"PCCA"	9.2985765120951e-11	-0.249456158696246	0.122839794488557	0.212396694214876	2.78585352302369e-06	"Ast"	"PCCA"	"male"
"PDE4B"	9.41998289720205e-11	-0.302730911520325	0.327417094815507	0.45702479338843	2.82222687600173e-06	"Ast"	"PDE4B"	"male"
"SLC26A3"	1.14049036343032e-10	1.01568509684541	0.430639887902849	0.376859504132231	3.41690912883724e-06	"Ast"	"SLC26A3"	"male"
"SLC24A3"	1.39555359844434e-10	-0.28366016946837	0.0854740775338627	0.161157024793388	4.18107858093925e-06	"Ast"	"SLC24A3"	"male"
"NTM"	1.55093757183206e-10	-0.227654562705522	0.806165343297525	0.863636363636364	4.64660896520887e-06	"Ast"	"NTM"	"male"
"TTC28"	1.55645157197997e-10	-0.365665288696637	0.223260158804297	0.328925619834711	4.66312890965199e-06	"Ast"	"TTC28"	"male"
"ZCCHC7"	1.65089684601948e-10	-0.344647737397079	0.142923867351705	0.235537190082645	4.94608695067436e-06	"Ast"	"ZCCHC7"	"male"
"ADCY2"	1.72341021027999e-10	-0.387013294841747	0.374124241008874	0.493388429752066	5.16333698999884e-06	"Ast"	"ADCY2"	"male"
"PTGDS"	1.86104261028751e-10	0.265588379430917	0.860812704343765	0.847933884297521	5.57568366042137e-06	"Ast"	"PTGDS"	"male"
"PEBP1"	2.01093337153536e-10	0.693177817571882	0.199906585707613	0.117355371900826	6.02475638111994e-06	"Ast"	"PEBP1"	"male"
"SPRED2"	2.16138331527623e-10	-0.354636092480769	0.107426436244745	0.189256198347107	6.47550441256758e-06	"Ast"	"SPRED2"	"male"
"AUTS2"	2.16199759808153e-10	-0.292235061097498	0.378327884166277	0.507438016528926	6.47734480385227e-06	"Ast"	"AUTS2"	"male"
"GMDS-AS1"	2.2842477609936e-10	-0.326572435159472	0.13218122372723	0.220661157024793	6.84360629193683e-06	"Ast"	"GMDS-AS1"	"male"
"LINC-PINT"	2.4486225527347e-10	-0.329296860565957	0.230733302195236	0.333884297520661	7.33607316799315e-06	"Ast"	"LINC-PINT"	"male"
"ZSWIM6"	2.7158436740968e-10	-0.247924929289026	0.330686595049043	0.46198347107438	8.13666764759401e-06	"Ast"	"ZSWIM6"	"male"
"TMCC1"	2.80277552643795e-10	-0.312117225533788	0.136384866884633	0.225619834710744	8.3971154772081e-06	"Ast"	"TMCC1"	"male"
"CELF2"	2.91845381505897e-10	-0.24992826175246	0.470340962167212	0.604132231404959	8.74368762991666e-06	"Ast"	"CELF2"	"male"
"NT5C2"	3.27240591366263e-10	-0.331378017069981	0.150864082204577	0.242148760330578	9.80412811733325e-06	"Ast"	"NT5C2"	"male"
