"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"region"
"COLEC12"	0.0201234263275435	3.25323453489282	0.267	0	1	"Ast"	"COLEC12"	"Cerebellar Hemisphere"
"DPH6-AS1"	0.0201234263275435	2.75839747502445	0.267	0	1	"Ast"	"DPH6-AS1"	"Cerebellar Hemisphere"
"ITGA7"	0.0201234263275435	2.95462078217415	0.267	0	1	"Ast"	"ITGA7"	"Cerebellar Hemisphere"
"XIST"	0.0201234263275435	2.60078233317498	0.267	0	1	"Ast"	"XIST"	"Cerebellar Hemisphere"
"XRRA1"	0.0201234263275435	3.03390165227168	0.267	0	1	"Ast"	"XRRA1"	"Cerebellar Hemisphere"
"ZNF33A"	0.0201234263275435	2.58844319672327	0.267	0	1	"Ast"	"ZNF33A"	"Cerebellar Hemisphere"
"PBX1"	0.0201735134217774	1.79524204814083	0.467	0.105	1	"Ast"	"PBX1"	"Cerebellar Hemisphere"
"PTPRT"	0.024200458394549	-1.700185100368	0.133	0.526	1	"Ast"	"PTPRT"	"Cerebellar Hemisphere"
"NCAM2"	0.0266423976750849	1.26915088429441	0.667	0.421	1	"Ast"	"NCAM2"	"Cerebellar Hemisphere"
"NFIB"	0.0269798679966557	-1.93972270731856	0.133	0.474	1	"Ast"	"NFIB"	"Cerebellar Hemisphere"
"EXT1"	0.0283890959371285	2.17494900280726	0.333	0.053	1	"Ast"	"EXT1"	"Cerebellar Hemisphere"
"TRA2A"	0.0283890959371285	2.73941954963734	0.333	0.053	1	"Ast"	"TRA2A"	"Cerebellar Hemisphere"
"PLEKHA5"	0.0320004821171941	-1.75397291156935	0.067	0.421	1	"Ast"	"PLEKHA5"	"Cerebellar Hemisphere"
"TMEM108"	0.0325899849780217	-1.65508164887377	0.2	0.579	1	"Ast"	"TMEM108"	"Cerebellar Hemisphere"
"CLU"	0.0335767958217363	-1.27480209182246	0.333	0.684	1	"Ast"	"CLU"	"Cerebellar Hemisphere"
"RORA"	0.0335847853373831	-1.04188905739032	0.667	0.895	1	"Ast"	"RORA"	"Cerebellar Hemisphere"
"RYR3"	0.0343112145917676	-0.712336579265584	0.8	1	1	"Ast"	"RYR3"	"Cerebellar Hemisphere"
"FUT9"	0.0353489131152758	1.45742307492833	0.6	0.368	1	"Ast"	"FUT9"	"Cerebellar Hemisphere"
"LRP6"	0.0368436305081783	1.93724364543364	0.333	0.053	1	"Ast"	"LRP6"	"Cerebellar Hemisphere"
"SMC5"	0.0368436305081783	2.00090004409056	0.333	0.053	1	"Ast"	"SMC5"	"Cerebellar Hemisphere"
"ATF7IP2"	0.0372782245716335	-2.5149118272623	0	0.263	1	"Ast"	"ATF7IP2"	"Cerebellar Hemisphere"
"EYA2"	0.0372782245716335	-2.41232565862334	0	0.263	1	"Ast"	"EYA2"	"Cerebellar Hemisphere"
"KIAA1109"	0.0372782245716335	-2.67051222623853	0	0.263	1	"Ast"	"KIAA1109"	"Cerebellar Hemisphere"
"KMT2C"	0.0372782245716335	-2.52916926357686	0	0.263	1	"Ast"	"KMT2C"	"Cerebellar Hemisphere"
"MLLT4"	0.0372782245716335	-3.7129197164264	0	0.263	1	"Ast"	"MLLT4"	"Cerebellar Hemisphere"
"NLGN4Y"	0.0372782245716335	-2.33018124908197	0	0.263	1	"Ast"	"NLGN4Y"	"Cerebellar Hemisphere"
"OLFM2"	0.0372782245716335	-3.0241130556776	0	0.263	1	"Ast"	"OLFM2"	"Cerebellar Hemisphere"
"SCMH1"	0.0372782245716335	-2.59178433348134	0	0.263	1	"Ast"	"SCMH1"	"Cerebellar Hemisphere"
"SIDT1"	0.0372782245716335	-3.21432711689235	0	0.263	1	"Ast"	"SIDT1"	"Cerebellar Hemisphere"
"USP34"	0.0387113266518971	1.86258785910681	0.467	0.158	1	"Ast"	"USP34"	"Cerebellar Hemisphere"
"SNHG14"	0.0387566596596069	1.87782642263397	0.6	0.368	1	"Ast"	"SNHG14"	"Cerebellar Hemisphere"
"NTNG1"	0.0401650564419334	-2.41892662238373	0.067	0.368	1	"Ast"	"NTNG1"	"Cerebellar Hemisphere"
"PPM1L"	0.0424859334424933	1.80485653398028	0.4	0.105	1	"Ast"	"PPM1L"	"Cerebellar Hemisphere"
"GOLGA4"	0.0449192382706808	-2.01943686548637	0.067	0.368	1	"Ast"	"GOLGA4"	"Cerebellar Hemisphere"
"MAP4K4"	0.0449192382706808	-2.46753719957487	0.067	0.368	1	"Ast"	"MAP4K4"	"Cerebellar Hemisphere"
"KCNIP4"	0.0475158388408288	1.42801992611876	0.6	0.263	1	"Ast"	"KCNIP4"	"Cerebellar Hemisphere"
"ADNP"	0.0484410743164766	2.45337737114964	0.2	0	1	"Ast"	"ADNP"	"Cerebellar Hemisphere"
"ARHGAP26"	0.0484410743164766	2.36644799456908	0.2	0	1	"Ast"	"ARHGAP26"	"Cerebellar Hemisphere"
"ARPP19"	0.0484410743164766	2.50758445348139	0.2	0	1	"Ast"	"ARPP19"	"Cerebellar Hemisphere"
"ASCC3"	0.0484410743164766	2.20681103549903	0.2	0	1	"Ast"	"ASCC3"	"Cerebellar Hemisphere"
"C9orf3"	0.0484410743164766	2.45827097076596	0.2	0	1	"Ast"	"C9orf3"	"Cerebellar Hemisphere"
"CBFA2T2"	0.0484410743164766	2.63523233007995	0.2	0	1	"Ast"	"CBFA2T2"	"Cerebellar Hemisphere"
"CEP95"	0.0484410743164766	2.46660711383894	0.2	0	1	"Ast"	"CEP95"	"Cerebellar Hemisphere"
"CLIP2"	0.0484410743164766	2.50900172275589	0.2	0	1	"Ast"	"CLIP2"	"Cerebellar Hemisphere"
"COLQ"	0.0484410743164766	2.13848712799084	0.2	0	1	"Ast"	"COLQ"	"Cerebellar Hemisphere"
"ENTPD6"	0.0484410743164766	2.58480319336879	0.2	0	1	"Ast"	"ENTPD6"	"Cerebellar Hemisphere"
"FAM73B"	0.0484410743164766	2.50338432643085	0.2	0	1	"Ast"	"FAM73B"	"Cerebellar Hemisphere"
"FAT1"	0.0484410743164766	2.21966878351544	0.2	0	1	"Ast"	"FAT1"	"Cerebellar Hemisphere"
"FGF12"	0.0484410743164766	2.17281514930986	0.2	0	1	"Ast"	"FGF12"	"Cerebellar Hemisphere"
"FIGN"	0.0484410743164766	2.95717796211429	0.2	0	1	"Ast"	"FIGN"	"Cerebellar Hemisphere"
"FLAD1"	0.0484410743164766	2.30251543995796	0.2	0	1	"Ast"	"FLAD1"	"Cerebellar Hemisphere"
"HSP90B1"	0.0484410743164766	2.36107658462385	0.2	0	1	"Ast"	"HSP90B1"	"Cerebellar Hemisphere"
"IGSF11"	0.0484410743164766	2.16958852194864	0.2	0	1	"Ast"	"IGSF11"	"Cerebellar Hemisphere"
"IRX3"	0.0484410743164766	2.96843699298687	0.2	0	1	"Ast"	"IRX3"	"Cerebellar Hemisphere"
"KAT2B"	0.0484410743164766	2.26035686720654	0.2	0	1	"Ast"	"KAT2B"	"Cerebellar Hemisphere"
"KCNMB4"	0.0484410743164766	2.47703446563696	0.2	0	1	"Ast"	"KCNMB4"	"Cerebellar Hemisphere"
"LONP2"	0.0484410743164766	2.08158421187946	0.2	0	1	"Ast"	"LONP2"	"Cerebellar Hemisphere"
"MAPK8"	0.0484410743164766	2.66552312149342	0.2	0	1	"Ast"	"MAPK8"	"Cerebellar Hemisphere"
"MDC1"	0.0484410743164766	2.52045636274686	0.2	0	1	"Ast"	"MDC1"	"Cerebellar Hemisphere"
"MOB3B"	0.0484410743164766	2.4812591279711	0.2	0	1	"Ast"	"MOB3B"	"Cerebellar Hemisphere"
"NNT"	0.0484410743164766	2.16434336510797	0.2	0	1	"Ast"	"NNT"	"Cerebellar Hemisphere"
"PAMR1"	0.0484410743164766	2.52358334608689	0.2	0	1	"Ast"	"PAMR1"	"Cerebellar Hemisphere"
"PARN"	0.0484410743164766	2.74197218823062	0.2	0	1	"Ast"	"PARN"	"Cerebellar Hemisphere"
"PCNX"	0.0484410743164766	3.01322593555524	0.2	0	1	"Ast"	"PCNX"	"Cerebellar Hemisphere"
"PHF3"	0.0484410743164766	2.70731434651992	0.2	0	1	"Ast"	"PHF3"	"Cerebellar Hemisphere"
"PPP1R12A"	0.0484410743164766	2.26700253672682	0.2	0	1	"Ast"	"PPP1R12A"	"Cerebellar Hemisphere"
"PPP1R3C"	0.0484410743164766	2.11392290201194	0.2	0	1	"Ast"	"PPP1R3C"	"Cerebellar Hemisphere"
"PTCH2"	0.0484410743164766	2.33352450382981	0.2	0	1	"Ast"	"PTCH2"	"Cerebellar Hemisphere"
"RAB28"	0.0484410743164766	2.48472959991408	0.2	0	1	"Ast"	"RAB28"	"Cerebellar Hemisphere"
"RELN"	0.0484410743164766	2.11756064998206	0.2	0	1	"Ast"	"RELN"	"Cerebellar Hemisphere"
"RP11-133F8.2"	0.0484410743164766	2.34685766584281	0.2	0	1	"Ast"	"RP11-133F8.2"	"Cerebellar Hemisphere"
"RPAP2"	0.0484410743164766	2.23239958558446	0.2	0	1	"Ast"	"RPAP2"	"Cerebellar Hemisphere"
"SACS"	0.0484410743164766	2.36449964909295	0.2	0	1	"Ast"	"SACS"	"Cerebellar Hemisphere"
"SF3B2"	0.0484410743164766	2.62497801042364	0.2	0	1	"Ast"	"SF3B2"	"Cerebellar Hemisphere"
"SFSWAP"	0.0484410743164766	2.50788227818272	0.2	0	1	"Ast"	"SFSWAP"	"Cerebellar Hemisphere"
"SRRM3"	0.0484410743164766	2.72226643410413	0.2	0	1	"Ast"	"SRRM3"	"Cerebellar Hemisphere"
"TOX"	0.0484410743164766	2.2196552997192	0.2	0	1	"Ast"	"TOX"	"Cerebellar Hemisphere"
"TTBK2"	0.0484410743164766	2.96338270202267	0.2	0	1	"Ast"	"TTBK2"	"Cerebellar Hemisphere"
"UBASH3B"	0.0484410743164766	2.35891807582101	0.2	0	1	"Ast"	"UBASH3B"	"Cerebellar Hemisphere"
"USF2"	0.0484410743164766	2.54364269146978	0.2	0	1	"Ast"	"USF2"	"Cerebellar Hemisphere"
"USP4"	0.0484410743164766	2.33528874996112	0.2	0	1	"Ast"	"USP4"	"Cerebellar Hemisphere"
"WDR3"	0.0484410743164766	2.18150948369404	0.2	0	1	"Ast"	"WDR3"	"Cerebellar Hemisphere"
"XIAP"	0.0484410743164766	2.35268349042363	0.2	0	1	"Ast"	"XIAP"	"Cerebellar Hemisphere"
"ZBTB8OS"	0.0484410743164766	2.68468798089707	0.2	0	1	"Ast"	"ZBTB8OS"	"Cerebellar Hemisphere"
"ZNF155"	0.0484410743164766	2.43842963205088	0.2	0	1	"Ast"	"ZNF155"	"Cerebellar Hemisphere"
"ZNF385B"	0.0484410743164766	2.66941973491611	0.2	0	1	"Ast"	"ZNF385B"	"Cerebellar Hemisphere"
"CMYA5"	0.0501394337814882	-2.21061272035894	0.067	0.368	1	"Ast"	"CMYA5"	"Cerebellar Hemisphere"
"GLG1"	0.0529346334902221	1.44797275581531	0.4	0.105	1	"Ast"	"GLG1"	"Cerebellar Hemisphere"
"EFEMP1"	0.0534916301619003	0.874459007429315	0.333	0.053	1	"Ast"	"EFEMP1"	"Cerebellar Hemisphere"
"EIF4G3"	0.0534916301619003	1.20272131626624	0.333	0.053	1	"Ast"	"EIF4G3"	"Cerebellar Hemisphere"
"MLLT10"	0.0534916301619003	1.353961425135	0.333	0.053	1	"Ast"	"MLLT10"	"Cerebellar Hemisphere"
"GABBR1"	0.0537258054339135	1.33603755859525	0.533	0.211	1	"Ast"	"GABBR1"	"Cerebellar Hemisphere"
"ACOT11"	0.0553007332776543	-2.23868070047486	0.133	0.421	1	"Ast"	"ACOT11"	"Cerebellar Hemisphere"
"TBC1D5"	0.0621116836584966	-1.34377991773095	0.067	0.368	1	"Ast"	"TBC1D5"	"Cerebellar Hemisphere"
"MAPK4"	0.0663253097413167	-1.03256210875972	0.133	0.474	1	"Ast"	"MAPK4"	"Cerebellar Hemisphere"
"ADK"	0.0675129875777982	-2.50688894307209	0	0.211	1	"Ast"	"ADK"	"Cerebellar Hemisphere"
"ARHGAP21"	0.0675129875777982	-2.21842408754564	0	0.211	1	"Ast"	"ARHGAP21"	"Cerebellar Hemisphere"
"ARHGEF4"	0.0675129875777982	-2.46107660035314	0	0.211	1	"Ast"	"ARHGEF4"	"Cerebellar Hemisphere"
"ARNT2"	0.0675129875777982	-2.49835344268201	0	0.211	1	"Ast"	"ARNT2"	"Cerebellar Hemisphere"
"ATXN7L1"	0.0675129875777982	-3.08739523901414	0	0.211	1	"Ast"	"ATXN7L1"	"Cerebellar Hemisphere"
"BCAN"	0.0675129875777982	-2.22705765008972	0	0.211	1	"Ast"	"BCAN"	"Cerebellar Hemisphere"
"CELF1"	0.0675129875777982	-2.48470188182888	0	0.211	1	"Ast"	"CELF1"	"Cerebellar Hemisphere"
"DAB2IP"	0.0675129875777982	-2.09439171763393	0	0.211	1	"Ast"	"DAB2IP"	"Cerebellar Hemisphere"
"FAM172A"	0.0675129875777982	-2.05664386969444	0	0.211	1	"Ast"	"FAM172A"	"Cerebellar Hemisphere"
"GABRG1"	0.0675129875777982	-2.3237582443758	0	0.211	1	"Ast"	"GABRG1"	"Cerebellar Hemisphere"
"GRM5"	0.0675129875777982	-2.13297782687351	0	0.211	1	"Ast"	"GRM5"	"Cerebellar Hemisphere"
"ITPK1"	0.0675129875777982	-2.62222857518685	0	0.211	1	"Ast"	"ITPK1"	"Cerebellar Hemisphere"
"KCMF1"	0.0675129875777982	-2.36684821748025	0	0.211	1	"Ast"	"KCMF1"	"Cerebellar Hemisphere"
"KIAA0368"	0.0675129875777982	-2.26312651567561	0	0.211	1	"Ast"	"KIAA0368"	"Cerebellar Hemisphere"
"KIF6"	0.0675129875777982	-2.60045149547928	0	0.211	1	"Ast"	"KIF6"	"Cerebellar Hemisphere"
"KIF9-AS1"	0.0675129875777982	-2.3259983303606	0	0.211	1	"Ast"	"KIF9-AS1"	"Cerebellar Hemisphere"
"KIZ"	0.0675129875777982	-2.21275905813246	0	0.211	1	"Ast"	"KIZ"	"Cerebellar Hemisphere"
"KNDC1"	0.0675129875777982	-2.25472288654852	0	0.211	1	"Ast"	"KNDC1"	"Cerebellar Hemisphere"
"MAGI3"	0.0675129875777982	-2.62462252739925	0	0.211	1	"Ast"	"MAGI3"	"Cerebellar Hemisphere"
"MYEF2"	0.0675129875777982	-2.57296850244079	0	0.211	1	"Ast"	"MYEF2"	"Cerebellar Hemisphere"
"PAFAH1B1"	0.0675129875777982	-2.44581095717844	0	0.211	1	"Ast"	"PAFAH1B1"	"Cerebellar Hemisphere"
"PFDN5"	0.0675129875777982	-2.39571257279215	0	0.211	1	"Ast"	"PFDN5"	"Cerebellar Hemisphere"
"PSAP"	0.0675129875777982	-3.12919039851684	0	0.211	1	"Ast"	"PSAP"	"Cerebellar Hemisphere"
"PTCH1"	0.0675129875777982	-2.07560599847357	0	0.211	1	"Ast"	"PTCH1"	"Cerebellar Hemisphere"
"PTPN13"	0.0675129875777982	-2.79648999704728	0	0.211	1	"Ast"	"PTPN13"	"Cerebellar Hemisphere"
"PTPRM"	0.0675129875777982	-2.19117314435343	0	0.211	1	"Ast"	"PTPRM"	"Cerebellar Hemisphere"
"RASAL2"	0.0675129875777982	-2.32701031985639	0	0.211	1	"Ast"	"RASAL2"	"Cerebellar Hemisphere"
"RP11-561I11.4"	0.0675129875777982	-2.24357672589747	0	0.211	1	"Ast"	"RP11-561I11.4"	"Cerebellar Hemisphere"
"SENP6"	0.0675129875777982	-2.41040920968057	0	0.211	1	"Ast"	"SENP6"	"Cerebellar Hemisphere"
"SLC22A23"	0.0675129875777982	-2.6305051881868	0	0.211	1	"Ast"	"SLC22A23"	"Cerebellar Hemisphere"
"SREBF2"	0.0675129875777982	-2.16269716574689	0	0.211	1	"Ast"	"SREBF2"	"Cerebellar Hemisphere"
"STX5"	0.0675129875777982	-2.07074181137537	0	0.211	1	"Ast"	"STX5"	"Cerebellar Hemisphere"
"SYN2"	0.0675129875777982	-3.04236710679094	0	0.211	1	"Ast"	"SYN2"	"Cerebellar Hemisphere"
"TMEM184B"	0.0675129875777982	-2.46354900583691	0	0.211	1	"Ast"	"TMEM184B"	"Cerebellar Hemisphere"
"TRIM44"	0.0675129875777982	-2.74441214055903	0	0.211	1	"Ast"	"TRIM44"	"Cerebellar Hemisphere"
"ZBTB38"	0.0675129875777982	-2.12186955324042	0	0.211	1	"Ast"	"ZBTB38"	"Cerebellar Hemisphere"
"RP1-34H18.1"	0.0693912744606382	-1.9644891968866	0.067	0.316	1	"Ast"	"RP1-34H18.1"	"Cerebellar Hemisphere"
"TAOK3"	0.0693912744606382	-1.86050450662073	0.067	0.316	1	"Ast"	"TAOK3"	"Cerebellar Hemisphere"
"WDR49"	0.0693912744606382	1.80114069952264	0.333	0.105	1	"Ast"	"WDR49"	"Cerebellar Hemisphere"
"ALCAM"	0.0716623188949791	1.85768896162804	0.267	0.053	1	"Ast"	"ALCAM"	"Cerebellar Hemisphere"
"COLGALT2"	0.0716623188949791	1.9425551862988	0.267	0.053	1	"Ast"	"COLGALT2"	"Cerebellar Hemisphere"
"ETNPPL"	0.0716623188949791	1.99326487928781	0.267	0.053	1	"Ast"	"ETNPPL"	"Cerebellar Hemisphere"
"GLCCI1"	0.0716623188949791	2.01483679994912	0.267	0.053	1	"Ast"	"GLCCI1"	"Cerebellar Hemisphere"
"SIRPA"	0.0716623188949791	2.43526573309157	0.267	0.053	1	"Ast"	"SIRPA"	"Cerebellar Hemisphere"
"ZHX2"	0.0716623188949791	2.09842317776997	0.267	0.053	1	"Ast"	"ZHX2"	"Cerebellar Hemisphere"
"ACACB"	0.0772640145580985	-2.29222653490609	0.067	0.316	1	"Ast"	"ACACB"	"Cerebellar Hemisphere"
"UNC79"	0.0809904207867257	1.68196998484992	0.267	0.053	1	"Ast"	"UNC79"	"Cerebellar Hemisphere"
"LINC00511"	0.0811179978424565	-1.40913040409578	0.133	0.421	1	"Ast"	"LINC00511"	"Cerebellar Hemisphere"
"EHMT1"	0.08584971474166	1.80658554302495	0.333	0.105	1	"Ast"	"EHMT1"	"Cerebellar Hemisphere"
"NAV2"	0.0880985140452615	-1.01808851494336	0.2	0.526	1	"Ast"	"NAV2"	"Cerebellar Hemisphere"
"COX20"	0.0912809980443964	1.55070188783405	0.267	0.053	1	"Ast"	"COX20"	"Cerebellar Hemisphere"
"EHBP1"	0.0912809980443964	1.72549277080874	0.267	0.053	1	"Ast"	"EHBP1"	"Cerebellar Hemisphere"
"FRA10AC1"	0.0912809980443964	2.14872184376309	0.267	0.053	1	"Ast"	"FRA10AC1"	"Cerebellar Hemisphere"
"PREX1"	0.0912809980443964	1.66593573634546	0.267	0.053	1	"Ast"	"PREX1"	"Cerebellar Hemisphere"
"SLC44A1"	0.0912809980443964	1.72337870906817	0.267	0.053	1	"Ast"	"SLC44A1"	"Cerebellar Hemisphere"
"MMD2"	0.0951904205742045	-1.5633966254887	0.067	0.316	1	"Ast"	"MMD2"	"Cerebellar Hemisphere"
"PHLPP1"	0.0951904205742045	-1.83158106154902	0.067	0.316	1	"Ast"	"PHLPP1"	"Cerebellar Hemisphere"
"PLCB4"	0.0951904205742045	1.57692129118112	0.333	0.105	1	"Ast"	"PLCB4"	"Cerebellar Hemisphere"
"PLXNA4"	0.0951904205742045	-1.71575474621316	0.067	0.316	1	"Ast"	"PLXNA4"	"Cerebellar Hemisphere"
"ANK2"	0.0983352301906476	1.33296703370604	0.4	0.158	1	"Ast"	"ANK2"	"Cerebellar Hemisphere"
"SYBU"	0.102597455669043	1.66459497245828	0.267	0.053	1	"Ast"	"SYBU"	"Cerebellar Hemisphere"
"ARHGAP24"	0.105328083418199	1.30976400554555	0.333	0.105	1	"Ast"	"ARHGAP24"	"Cerebellar Hemisphere"
"PDE1A"	0.105328083418199	1.3986916345459	0.333	0.105	1	"Ast"	"PDE1A"	"Cerebellar Hemisphere"
"RBFOX1"	0.105328083418199	1.5219792730597	0.333	0.105	1	"Ast"	"RBFOX1"	"Cerebellar Hemisphere"
"ZFPM2"	0.112778947188559	1.09688743293241	0.467	0.211	1	"Ast"	"ZFPM2"	"Cerebellar Hemisphere"
"ABCA2"	0.115703670472886	1.94840540670451	0.133	0	1	"Ast"	"ABCA2"	"Cerebellar Hemisphere"
"AC004158.3"	0.115703670472886	1.83439122195774	0.133	0	1	"Ast"	"AC004158.3"	"Cerebellar Hemisphere"
"ACIN1"	0.115703670472886	2.03869230663319	0.133	0	1	"Ast"	"ACIN1"	"Cerebellar Hemisphere"
"ACTN2"	0.115703670472886	1.96508789469943	0.133	0	1	"Ast"	"ACTN2"	"Cerebellar Hemisphere"
"ADAM10"	0.115703670472886	2.2955172667528	0.133	0	1	"Ast"	"ADAM10"	"Cerebellar Hemisphere"
"ADAMTSL3"	0.115703670472886	2.45005043137276	0.133	0	1	"Ast"	"ADAMTSL3"	"Cerebellar Hemisphere"
"AHNAK"	0.115703670472886	2.05832788497206	0.133	0	1	"Ast"	"AHNAK"	"Cerebellar Hemisphere"
"AKAP7"	0.115703670472886	1.83439122195774	0.133	0	1	"Ast"	"AKAP7"	"Cerebellar Hemisphere"
"AKAP8L"	0.115703670472886	1.90146992756555	0.133	0	1	"Ast"	"AKAP8L"	"Cerebellar Hemisphere"
"ALS2"	0.115703670472886	2.37087674896904	0.133	0	1	"Ast"	"ALS2"	"Cerebellar Hemisphere"
"ANKS6"	0.115703670472886	2.10571811342691	0.133	0	1	"Ast"	"ANKS6"	"Cerebellar Hemisphere"
"ANOS1"	0.115703670472886	1.92101759490024	0.133	0	1	"Ast"	"ANOS1"	"Cerebellar Hemisphere"
"AP000473.5"	0.115703670472886	1.66789696968185	0.133	0	1	"Ast"	"AP000473.5"	"Cerebellar Hemisphere"
"APTX"	0.115703670472886	1.77084284847775	0.133	0	1	"Ast"	"APTX"	"Cerebellar Hemisphere"
"AREL1"	0.115703670472886	2.14267686372116	0.133	0	1	"Ast"	"AREL1"	"Cerebellar Hemisphere"
"ARFGEF3"	0.115703670472886	2.13183064893216	0.133	0	1	"Ast"	"ARFGEF3"	"Cerebellar Hemisphere"
"ARHGAP12"	0.115703670472886	1.86393320355424	0.133	0	1	"Ast"	"ARHGAP12"	"Cerebellar Hemisphere"
"ARHGAP31"	0.115703670472886	2.08940811454785	0.133	0	1	"Ast"	"ARHGAP31"	"Cerebellar Hemisphere"
"ARHGEF7"	0.115703670472886	1.57654633696222	0.133	0	1	"Ast"	"ARHGEF7"	"Cerebellar Hemisphere"
"ARL10"	0.115703670472886	2.14267686372116	0.133	0	1	"Ast"	"ARL10"	"Cerebellar Hemisphere"
"ARMC4"	0.115703670472886	2.37789975869383	0.133	0	1	"Ast"	"ARMC4"	"Cerebellar Hemisphere"
"ARMCX5-GPRASP2"	0.115703670472886	1.80170106243753	0.133	0	1	"Ast"	"ARMCX5-GPRASP2"	"Cerebellar Hemisphere"
"ASNA1"	0.115703670472886	2.00011347345255	0.133	0	1	"Ast"	"ASNA1"	"Cerebellar Hemisphere"
"ATG14"	0.115703670472886	2.10571811342691	0.133	0	1	"Ast"	"ATG14"	"Cerebellar Hemisphere"
"ATP11A"	0.115703670472886	1.61407994024508	0.133	0	1	"Ast"	"ATP11A"	"Cerebellar Hemisphere"
"ATR"	0.115703670472886	1.67983404537377	0.133	0	1	"Ast"	"ATR"	"Cerebellar Hemisphere"
"ATXN7L3"	0.115703670472886	1.93574327176602	0.133	0	1	"Ast"	"ATXN7L3"	"Cerebellar Hemisphere"
"BANK1"	0.115703670472886	1.94840540670451	0.133	0	1	"Ast"	"BANK1"	"Cerebellar Hemisphere"
"BBIP1"	0.115703670472886	1.99662696434306	0.133	0	1	"Ast"	"BBIP1"	"Cerebellar Hemisphere"
"BCAS3"	0.115703670472886	1.65860584278506	0.133	0	1	"Ast"	"BCAS3"	"Cerebellar Hemisphere"
"BEGAIN"	0.115703670472886	1.72053289733941	0.133	0	1	"Ast"	"BEGAIN"	"Cerebellar Hemisphere"
"CCNL2"	0.115703670472886	2.04127744546026	0.133	0	1	"Ast"	"CCNL2"	"Cerebellar Hemisphere"
"CD2AP"	0.115703670472886	2.32532441581486	0.133	0	1	"Ast"	"CD2AP"	"Cerebellar Hemisphere"
"CD3EAP"	0.115703670472886	1.6925057669338	0.133	0	1	"Ast"	"CD3EAP"	"Cerebellar Hemisphere"
"CDC14B"	0.115703670472886	1.8595952247785	0.133	0	1	"Ast"	"CDC14B"	"Cerebellar Hemisphere"
"CDKL5"	0.115703670472886	1.83439122195774	0.133	0	1	"Ast"	"CDKL5"	"Cerebellar Hemisphere"
"CEP162"	0.115703670472886	2.14761022593279	0.133	0	1	"Ast"	"CEP162"	"Cerebellar Hemisphere"
"CHD5"	0.115703670472886	1.94840540670451	0.133	0	1	"Ast"	"CHD5"	"Cerebellar Hemisphere"
"CHIC1"	0.115703670472886	2.31836583215638	0.133	0	1	"Ast"	"CHIC1"	"Cerebellar Hemisphere"
"CHTF18"	0.115703670472886	1.87971458818371	0.133	0	1	"Ast"	"CHTF18"	"Cerebellar Hemisphere"
"CLIC4"	0.115703670472886	1.71081652287093	0.133	0	1	"Ast"	"CLIC4"	"Cerebellar Hemisphere"
"CLOCK"	0.115703670472886	1.82263826838975	0.133	0	1	"Ast"	"CLOCK"	"Cerebellar Hemisphere"
"CMIP"	0.115703670472886	1.66789696968185	0.133	0	1	"Ast"	"CMIP"	"Cerebellar Hemisphere"
