"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"stage"	"gender"
"NKAIN3"	2.47717783157521e-35	-1.6832708589267	0.358	0.878	2.66643421790755e-31	"Ast"	"NKAIN3"	"70-80"	"male"
"GFAP"	1.49491098291781e-32	1.74749228126346	0.77	0.413	1.60912218201273e-28	"Ast"	"GFAP"	"70-80"	"male"
"NTM"	9.7620121199667e-31	-0.929521225194892	0.784	0.985	1.05078298459322e-26	"Ast"	"NTM"	"70-80"	"male"
"NRXN1"	2.30014638930027e-30	-1.10192997847791	0.757	0.952	2.47587757344281e-26	"Ast"	"NRXN1"	"70-80"	"male"
"HSPB1"	2.06965148274688e-27	1.75087904587663	0.615	0.256	2.22777285602874e-23	"Ast"	"HSPB1"	"70-80"	"male"
"LSAMP-AS1"	1.24901927217584e-26	-2.491818909376	0.047	0.535	1.34444434457007e-22	"Ast"	"LSAMP-AS1"	"70-80"	"male"
"GPC5"	2.33150920708204e-26	-1.00105579200783	0.824	0.943	2.50963651050311e-22	"Ast"	"GPC5"	"70-80"	"male"
"AC002429.5"	4.86795197218511e-26	-2.48098599986619	0.02	0.499	5.23986350286005e-22	"Ast"	"AC002429.5"	"70-80"	"male"
"HSPA1A"	2.18367667288947e-24	1.60291515692122	0.568	0.234	2.35050957069822e-20	"Ast"	"HSPA1A"	"70-80"	"male"
"MT-CO3"	8.41475152413833e-24	1.92324713415587	0.649	0.328	9.0576385405825e-20	"Ast"	"MT-CO3"	"70-80"	"male"
"C1orf61"	1.68473505656322e-23	-1.27474008883305	0.318	0.782	1.81344881488465e-19	"Ast"	"C1orf61"	"70-80"	"male"
"SGCD"	2.78340111904338e-22	-1.57810189263039	0.155	0.618	2.99605296453829e-18	"Ast"	"SGCD"	"70-80"	"male"
"GLUD1"	7.15426240332137e-22	-1.55783012320064	0.203	0.645	7.70084805093512e-18	"Ast"	"GLUD1"	"70-80"	"male"
"LRRC4C"	3.21860192399467e-21	-1.28112087424317	0.257	0.71	3.46450311098787e-17	"Ast"	"LRRC4C"	"70-80"	"male"
"PDE4D"	4.03612809983062e-21	-1.07989279329907	0.331	0.757	4.34448828665768e-17	"Ast"	"PDE4D"	"70-80"	"male"
"FTH1"	1.94322345809037e-20	-1.22652597921417	0.649	0.921	2.09168573028847e-16	"Ast"	"FTH1"	"70-80"	"male"
"MT2A"	6.2318528267381e-20	-1.02274033892306	0.419	0.833	6.70796638270089e-16	"Ast"	"MT2A"	"70-80"	"male"
"SLC6A1-AS1"	5.90751257968081e-19	-1.78440743545287	0.068	0.467	6.35884654076842e-15	"Ast"	"SLC6A1-AS1"	"70-80"	"male"
"BCYRN1"	5.75475636480412e-18	2.3553782148011	0.453	0.205	6.19441975107516e-14	"Ast"	"BCYRN1"	"70-80"	"male"
"SLC1A2"	1.06839376636262e-17	-0.808214659797502	0.858	0.942	1.15001905011273e-13	"Ast"	"SLC1A2"	"70-80"	"male"
"TENM2"	3.08845245978397e-17	-0.942536474180456	0.358	0.768	3.32441022771147e-13	"Ast"	"TENM2"	"70-80"	"male"
"FAM155A"	3.17893060092515e-17	-1.02093953346636	0.385	0.783	3.42180089883583e-13	"Ast"	"FAM155A"	"70-80"	"male"
"NCKAP5"	3.88251421330151e-17	-1.09534355027749	0.223	0.632	4.17913829919774e-13	"Ast"	"NCKAP5"	"70-80"	"male"
"MSI2"	5.25552946181387e-17	-0.986504760493773	0.432	0.811	5.65705191269645e-13	"Ast"	"MSI2"	"70-80"	"male"
"NR2F2-AS1"	1.99687246156782e-16	-1.91033240623795	0.014	0.35	2.1494335176316e-12	"Ast"	"NR2F2-AS1"	"70-80"	"male"
"MGAT4C"	5.024171171164e-16	-0.898244132332897	0.345	0.76	5.40801784864093e-12	"Ast"	"MGAT4C"	"70-80"	"male"
"FLNA"	6.67189687140441e-16	1.70072690832512	0.297	0.094	7.18162979237971e-12	"Ast"	"FLNA"	"70-80"	"male"
"CTC-498M16.4"	2.84955786840923e-15	-1.3451797392898	0.088	0.449	3.0672640895557e-11	"Ast"	"CTC-498M16.4"	"70-80"	"male"
"SLC7A2"	3.79572756425995e-15	1.46001110498063	0.257	0.073	4.08572115016941e-11	"Ast"	"SLC7A2"	"70-80"	"male"
"USMG5"	3.91082822771783e-15	1.26167948741251	0.209	0.049	4.20961550431547e-11	"Ast"	"USMG5"	"70-80"	"male"
"ADGRV1"	4.04610341945595e-15	-0.692068129351949	0.77	0.967	4.35522572070239e-11	"Ast"	"ADGRV1"	"70-80"	"male"
"DLC1"	9.89652363725747e-15	-1.05700292015261	0.365	0.733	1.06526180431439e-10	"Ast"	"DLC1"	"70-80"	"male"
"ESRRG"	1.60763210499974e-14	-0.972435411206122	0.149	0.549	1.73045519782172e-10	"Ast"	"ESRRG"	"70-80"	"male"
"PAMR1"	2.7360488508962e-14	-0.953189950003817	0.189	0.574	2.94508298310467e-10	"Ast"	"PAMR1"	"70-80"	"male"
"APC"	2.97845457060627e-14	-0.850705975030027	0.297	0.657	3.20600849980059e-10	"Ast"	"APC"	"70-80"	"male"
"NTRK2"	4.43210270552577e-14	-0.689098071509934	0.635	0.912	4.77071535222794e-10	"Ast"	"NTRK2"	"70-80"	"male"
"ETNPPL"	4.99858730096394e-14	-1.09369445386468	0.182	0.546	5.38047937075759e-10	"Ast"	"ETNPPL"	"70-80"	"male"
"MIR99AHG"	5.00490806930641e-14	-0.649922530855371	0.682	0.944	5.38728304580142e-10	"Ast"	"MIR99AHG"	"70-80"	"male"
"LINC00461"	7.7220722010967e-14	-0.97691323615286	0.277	0.639	8.31203851726049e-10	"Ast"	"LINC00461"	"70-80"	"male"
"AC016716.2"	9.74247308059664e-14	-1.38798433337967	0.101	0.428	1.04867980239542e-09	"Ast"	"AC016716.2"	"70-80"	"male"
"PCDH9-AS2"	1.077474619488e-13	-1.3026088491053	0.101	0.422	1.15979368041688e-09	"Ast"	"PCDH9-AS2"	"70-80"	"male"
"HIF3A"	1.1831593059377e-13	1.24761776328084	0.669	0.502	1.27355267691134e-09	"Ast"	"HIF3A"	"70-80"	"male"
"MT1G"	2.31577349738972e-13	-1.85607308262679	0.041	0.332	2.49269859259029e-09	"Ast"	"MT1G"	"70-80"	"male"
"APOE"	2.32248906888684e-13	-0.917012669572766	0.541	0.865	2.4999272337498e-09	"Ast"	"APOE"	"70-80"	"male"
"HES1"	2.57378904113232e-13	-1.72651755600957	0.068	0.372	2.77042652387483e-09	"Ast"	"HES1"	"70-80"	"male"
"ITGB4"	3.08648835866524e-13	1.65562642006257	0.399	0.185	3.32229606926726e-09	"Ast"	"ITGB4"	"70-80"	"male"
"PPP2R2B"	3.67348106128648e-13	-0.521780340481334	0.75	0.958	3.95413501436877e-09	"Ast"	"PPP2R2B"	"70-80"	"male"
"GRIA2"	4.2251714249708e-13	-1.01162374494324	0.128	0.464	4.54797452183857e-09	"Ast"	"GRIA2"	"70-80"	"male"
"TNIK"	6.96720659168543e-13	-0.764922902590464	0.615	0.888	7.4995011752902e-09	"Ast"	"TNIK"	"70-80"	"male"
"CHI3L1"	1.03532634220413e-12	1.63239789257799	0.25	0.082	1.11442527474852e-08	"Ast"	"CHI3L1"	"70-80"	"male"
"STK33"	1.60539519854384e-12	-1.17692373436296	0.074	0.381	1.72804739171259e-08	"Ast"	"STK33"	"70-80"	"male"
"HSP90AA1"	1.80555881035816e-12	1.12215361283135	0.541	0.328	1.94350350346953e-08	"Ast"	"HSP90AA1"	"70-80"	"male"
"DNAJB2"	1.81863188199555e-12	1.5389575891002	0.338	0.138	1.95757535778001e-08	"Ast"	"DNAJB2"	"70-80"	"male"
"ZNF98"	2.21679657655531e-12	1.52731706229005	0.318	0.125	2.38615983500414e-08	"Ast"	"ZNF98"	"70-80"	"male"
"GARNL3"	2.39317116377175e-12	-1.10877003035643	0.074	0.386	2.57600944068391e-08	"Ast"	"GARNL3"	"70-80"	"male"
"RP11-317N12.1"	2.6319514465748e-12	-1.03795312196727	0.108	0.428	2.83303253709311e-08	"Ast"	"RP11-317N12.1"	"70-80"	"male"
"CIRBP"	3.1554502263102e-12	-0.792965006409639	0.216	0.569	3.3965266236003e-08	"Ast"	"CIRBP"	"70-80"	"male"
"DPP10"	3.35445705184585e-12	-0.794276335826463	0.655	0.941	3.61073757060687e-08	"Ast"	"DPP10"	"70-80"	"male"
"MT1E"	4.25281220396978e-12	-1.17873553289147	0.122	0.423	4.57772705635307e-08	"Ast"	"MT1E"	"70-80"	"male"
"FTX"	4.63800158200713e-12	-0.750150973773137	0.358	0.686	4.99234490287248e-08	"Ast"	"FTX"	"70-80"	"male"
"CH507-513H4.1"	8.05727147061196e-12	1.7163929949908	0.304	0.122	8.67284701096671e-08	"Ast"	"CH507-513H4.1"	"70-80"	"male"
"CTC-471J1.9"	1.4064754900416e-11	1.13173511059356	0.149	0.033	1.51393021748078e-07	"Ast"	"CTC-471J1.9"	"70-80"	"male"
"RGS7"	1.5757340507837e-11	-1.01336879183146	0.122	0.435	1.69612013226358e-07	"Ast"	"RGS7"	"70-80"	"male"
"RP11-39M21.1"	1.63020941364693e-11	-1.35756858998967	0.054	0.326	1.75475741284956e-07	"Ast"	"RP11-39M21.1"	"70-80"	"male"
"GRM3"	1.92673688764283e-11	-1.0054908977281	0.176	0.489	2.07393958585875e-07	"Ast"	"GRM3"	"70-80"	"male"
"SLC8A1"	2.33499382482859e-11	-1.54861332087214	0.02	0.276	2.51338735304549e-07	"Ast"	"SLC8A1"	"70-80"	"male"
"PIK3C2A"	3.12408172640123e-11	-1.16877435856516	0.155	0.448	3.36276157029828e-07	"Ast"	"PIK3C2A"	"70-80"	"male"
"SAT1"	3.51830028632078e-11	-1.0703817709658	0.189	0.496	3.78709842819569e-07	"Ast"	"SAT1"	"70-80"	"male"
"CDH20"	3.56009703466191e-11	-0.43856827625627	0.595	0.904	3.83208844811007e-07	"Ast"	"CDH20"	"70-80"	"male"
"TMEM108"	3.64910239109524e-11	-0.945607576432681	0.101	0.399	3.92789381377492e-07	"Ast"	"TMEM108"	"70-80"	"male"
"BOK"	4.12005524506873e-11	1.35477158827785	0.142	0.032	4.43482746579198e-07	"Ast"	"BOK"	"70-80"	"male"
"PREX2"	4.489441416711e-11	-0.745419653717981	0.399	0.733	4.83243474094772e-07	"Ast"	"PREX2"	"70-80"	"male"
"WIF1"	4.86660841058311e-11	-1.38280654480634	0.061	0.331	5.23841729315166e-07	"Ast"	"WIF1"	"70-80"	"male"
"SLC26A3"	5.69284548038229e-11	0.784120713663604	0.128	0.026	6.1277788750835e-07	"Ast"	"SLC26A3"	"70-80"	"male"
"SPARCL1"	5.77761505496713e-11	-0.725850434789561	0.568	0.842	6.21902484516661e-07	"Ast"	"SPARCL1"	"70-80"	"male"
"MAGI2"	1.2792044796528e-10	-0.578102786785999	0.716	0.942	1.37693570189827e-06	"Ast"	"MAGI2"	"70-80"	"male"
"ARHGAP24"	1.746058866056e-10	-0.763898039854336	0.169	0.463	1.87945776342267e-06	"Ast"	"ARHGAP24"	"70-80"	"male"
"LSAMP"	1.99820527501101e-10	-0.349216851162037	0.966	1	2.15086815802185e-06	"Ast"	"LSAMP"	"70-80"	"male"
"GLI3"	2.57284513895935e-10	-0.948713390089079	0.135	0.42	2.76941050757585e-06	"Ast"	"GLI3"	"70-80"	"male"
"RP11-778J15.1"	2.58750420012773e-10	-1.10360314345392	0.034	0.285	2.78518952101749e-06	"Ast"	"RP11-778J15.1"	"70-80"	"male"
"FBXL7"	2.75534661193044e-10	-0.698761812376812	0.493	0.788	2.96585509308193e-06	"Ast"	"FBXL7"	"70-80"	"male"
"ARHGEF3"	2.81317422968044e-10	1.17073602708495	0.196	0.06	3.02810074082803e-06	"Ast"	"ARHGEF3"	"70-80"	"male"
"SOX2"	2.92483009281758e-10	-0.906172742098141	0.149	0.432	3.14828711190885e-06	"Ast"	"SOX2"	"70-80"	"male"
"CACHD1"	3.37247735575085e-10	-0.854679902444728	0.264	0.549	3.63013462573021e-06	"Ast"	"CACHD1"	"70-80"	"male"
"CRYAB"	4.69520831411839e-10	0.966221718388597	0.561	0.392	5.05392222931704e-06	"Ast"	"CRYAB"	"70-80"	"male"
"FRMD4A"	5.05405983471759e-10	-0.989202848142136	0.095	0.367	5.44019000609002e-06	"Ast"	"FRMD4A"	"70-80"	"male"
"SORBS1"	5.17273767678263e-10	0.859622753799241	0.77	0.791	5.56793483528883e-06	"Ast"	"SORBS1"	"70-80"	"male"
"NHSL1"	5.81404084330508e-10	-0.679632681392398	0.311	0.63	6.25823356373359e-06	"Ast"	"NHSL1"	"70-80"	"male"
"RP11-3B12.2"	6.80286768311276e-10	-1.37193947969209	0.02	0.246	7.32260677410257e-06	"Ast"	"RP11-3B12.2"	"70-80"	"male"
"IRS2"	7.07663203577905e-10	1.44586858493621	0.284	0.119	7.61728672331257e-06	"Ast"	"IRS2"	"70-80"	"male"
"ADGRB3"	8.11576460495936e-10	-0.553634369952672	0.723	0.925	8.73580902077825e-06	"Ast"	"ADGRB3"	"70-80"	"male"
"NRXN3"	8.35484226177592e-10	-1.04145662670213	0.074	0.332	8.9931522105756e-06	"Ast"	"NRXN3"	"70-80"	"male"
"RSRP1"	8.58008731077578e-10	-0.916523109324605	0.108	0.381	9.23560598131905e-06	"Ast"	"RSRP1"	"70-80"	"male"
"ADAMTS17"	1.1855914870618e-09	-1.10328290181508	0.068	0.314	1.27617067667332e-05	"Ast"	"ADAMTS17"	"70-80"	"male"
"GNA14-AS1"	1.25024251119858e-09	-1.23755838229256	0.02	0.243	1.34576103905415e-05	"Ast"	"GNA14-AS1"	"70-80"	"male"
"LRRC16A"	1.35364434096773e-09	-0.632636718687496	0.365	0.676	1.45706276861766e-05	"Ast"	"LRRC16A"	"70-80"	"male"
"USP39"	1.43091781476912e-09	-0.73010631925581	0.196	0.488	1.54023993581749e-05	"Ast"	"USP39"	"70-80"	"male"
"AKAP6"	1.48678997686942e-09	-0.748245336383592	0.162	0.455	1.60038073110225e-05	"Ast"	"AKAP6"	"70-80"	"male"
"SFXN5"	1.81652256413948e-09	-0.64659644411045	0.351	0.654	1.95530488803973e-05	"Ast"	"SFXN5"	"70-80"	"male"
"SDC4"	1.9723476289288e-09	1.32090277500491	0.372	0.195	2.12303498777896e-05	"Ast"	"SDC4"	"70-80"	"male"
"MACF1"	2.4526496378006e-09	0.663202031974359	0.797	0.852	2.64003207012857e-05	"Ast"	"MACF1"	"70-80"	"male"
"ERBB4"	2.56814137976376e-09	-0.443155311924748	0.797	0.962	2.76434738117772e-05	"Ast"	"ERBB4"	"70-80"	"male"
"EPHA6"	2.65738513720937e-09	-0.857371309054031	0.182	0.455	2.86040936169216e-05	"Ast"	"EPHA6"	"70-80"	"male"
"ATP13A4"	2.69734384190452e-09	-0.831909619601565	0.135	0.406	2.90342091142602e-05	"Ast"	"ATP13A4"	"70-80"	"male"
"CHD9"	2.87834574080102e-09	-0.673296641158112	0.284	0.599	3.09825135539822e-05	"Ast"	"CHD9"	"70-80"	"male"
"BCL6"	3.2928181411849e-09	1.18881730846487	0.459	0.301	3.54438944717142e-05	"Ast"	"BCL6"	"70-80"	"male"
"C10orf11"	4.07259344404746e-09	-0.909996296441884	0.189	0.467	4.38373958317269e-05	"Ast"	"C10orf11"	"70-80"	"male"
"ANKFN1"	4.87833324392368e-09	-0.915092167274422	0.054	0.292	5.25103790375945e-05	"Ast"	"ANKFN1"	"70-80"	"male"
"SH3RF1"	5.25632303045101e-09	-0.728114712131462	0.054	0.291	5.65790610997747e-05	"Ast"	"SH3RF1"	"70-80"	"male"
"FUT9"	5.97435740368597e-09	-0.555709980479585	0.459	0.781	6.43079830932758e-05	"Ast"	"FUT9"	"70-80"	"male"
"ANGPTL4"	6.26974135136193e-09	1.20041575540973	0.351	0.184	6.74874959060599e-05	"Ast"	"ANGPTL4"	"70-80"	"male"
"CEP85L"	6.30197760718092e-09	-0.979340963241285	0.108	0.357	6.78344869636954e-05	"Ast"	"CEP85L"	"70-80"	"male"
"CTNNA2"	6.79788849398064e-09	-0.529464682706323	0.899	0.977	7.31724717492076e-05	"Ast"	"CTNNA2"	"70-80"	"male"
"WASH1"	7.25253581393437e-09	1.16093413554615	0.284	0.124	7.80662955011895e-05	"Ast"	"WASH1"	"70-80"	"male"
"LMO3"	7.61142597462368e-09	-0.670739144728124	0.162	0.435	8.19293891908493e-05	"Ast"	"LMO3"	"70-80"	"male"
"BRINP3"	8.73044901882071e-09	-0.737980785348533	0.135	0.401	9.39745532385861e-05	"Ast"	"BRINP3"	"70-80"	"male"
"SRSF5"	9.0508385081979e-09	-0.814702503795645	0.189	0.459	9.74232257022422e-05	"Ast"	"SRSF5"	"70-80"	"male"
"TMEM241"	1.22892223364857e-08	-1.18076072842659	0.027	0.229	0.000132281189229932	"Ast"	"TMEM241"	"70-80"	"male"
"HSP90B1"	1.29076257354744e-08	1.27385723614465	0.196	0.069	0.000138937683416647	"Ast"	"HSP90B1"	"70-80"	"male"
"RP11-275H4.1"	1.35993318356571e-08	-1.25748000586843	0	0.184	0.000146383207879014	"Ast"	"RP11-275H4.1"	"70-80"	"male"
"BCL2"	1.44290352303381e-08	-0.611072048914384	0.236	0.502	0.000155314135219359	"Ast"	"BCL2"	"70-80"	"male"
"HMGN3"	1.79261985267362e-08	-0.73096397231033	0.142	0.402	0.000192957600941788	"Ast"	"HMGN3"	"70-80"	"male"
"OPHN1"	1.83735845769388e-08	-0.579301230725067	0.399	0.69	0.000197773264386169	"Ast"	"OPHN1"	"70-80"	"male"
"LAMA4"	1.90133980513213e-08	-1.14106370510888	0.02	0.216	0.000204660216624423	"Ast"	"LAMA4"	"70-80"	"male"
"CH507-528H12.1"	2.119624243931e-08	1.29814476924239	0.155	0.048	0.000228156353616733	"Ast"	"CH507-528H12.1"	"70-80"	"male"
"CD81"	2.38111314139082e-08	1.24706435896584	0.365	0.2	0.000256303018539308	"Ast"	"CD81"	"70-80"	"male"
"FKBP5"	2.44725039439761e-08	1.05990748311612	0.25	0.103	0.000263422032452959	"Ast"	"FKBP5"	"70-80"	"male"
"P2RY14"	2.85432503194265e-08	-1.20867776501705	0.061	0.268	0.000307239546438306	"Ast"	"P2RY14"	"70-80"	"male"
"GABRA2"	2.90705670839016e-08	-0.684551623467935	0.196	0.467	0.000312915584091117	"Ast"	"GABRA2"	"70-80"	"male"
"FAM19A1"	3.40305636886762e-08	-1.23372545284622	0.041	0.243	0.00036630498754491	"Ast"	"FAM19A1"	"70-80"	"male"
"SPDYE2"	3.59437355845362e-08	-1.1177446905345	0.014	0.2	0.000386898369831948	"Ast"	"SPDYE2"	"70-80"	"male"
"LINC01572"	4.57813197069009e-08	-1.12710916491993	0.007	0.185	0.000492790125325081	"Ast"	"LINC01572"	"70-80"	"male"
"MT-ND5"	4.60275561682947e-08	1.35025835327748	0.169	0.056	0.000495440614595524	"Ast"	"MT-ND5"	"70-80"	"male"
"WDR49"	5.29479975582941e-08	-0.977975953775095	0.061	0.27	0.000569932245717478	"Ast"	"WDR49"	"70-80"	"male"
"FSTL5"	5.32234243686376e-08	-1.022188250658	0.047	0.252	0.000572896939904015	"Ast"	"FSTL5"	"70-80"	"male"
"AC012593.1"	5.83706248741203e-08	-0.997509154956983	0.061	0.274	0.000628301406145031	"Ast"	"AC012593.1"	"70-80"	"male"
"ATP8A1"	6.05698385996027e-08	-0.941947009943614	0.088	0.307	0.000651973742686123	"Ast"	"ATP8A1"	"70-80"	"male"
"KCNMA1"	6.98490322421997e-08	-0.440456200935217	0.277	0.574	0.000751854983055037	"Ast"	"KCNMA1"	"70-80"	"male"
"COLEC12"	7.29658172057448e-08	1.0153311238149	0.311	0.151	0.000785404056402637	"Ast"	"COLEC12"	"70-80"	"male"
"CTNND2"	9.35581912187494e-08	-0.372518558864161	0.784	0.977	0.00100706037027862	"Ast"	"CTNND2"	"70-80"	"male"
"PDGFRB"	1.12463467732023e-07	-0.717223508179156	0.074	0.291	0.00121055676666749	"Ast"	"PDGFRB"	"70-80"	"male"
"ACSS1"	1.14243361022834e-07	-0.609546875482422	0.223	0.473	0.00122971553804979	"Ast"	"ACSS1"	"70-80"	"male"
"PLXDC2"	1.15652344329852e-07	-0.774193832522769	0.189	0.43	0.00124488183436653	"Ast"	"PLXDC2"	"70-80"	"male"
"CLU"	1.40743705550244e-07	0.683349088918745	0.858	0.825	0.00151496524654282	"Ast"	"CLU"	"70-80"	"male"
"GNA14"	1.44627135889018e-07	-0.670789918136142	0.209	0.453	0.00155676649070939	"Ast"	"GNA14"	"70-80"	"male"
"ID2"	1.71367120257659e-07	-0.979689843569766	0.115	0.325	0.00184459568245344	"Ast"	"ID2"	"70-80"	"male"
"EPHB1"	1.72410834324576e-07	-0.527268264982256	0.135	0.382	0.00185583022066973	"Ast"	"EPHB1"	"70-80"	"male"
"RAPH1"	1.74716804322284e-07	-1.04962070741524	0.061	0.251	0.00188065168172507	"Ast"	"RAPH1"	"70-80"	"male"
"ENTPD2"	1.83025866360297e-07	1.06416661161133	0.23	0.096	0.00197009042550224	"Ast"	"ENTPD2"	"70-80"	"male"
"AQP1"	1.84515101849602e-07	1.05815759584516	0.142	0.044	0.00198612055630912	"Ast"	"AQP1"	"70-80"	"male"
"FAT3"	1.90636532048876e-07	-0.612469567580905	0.162	0.416	0.00205201163097411	"Ast"	"FAT3"	"70-80"	"male"
"PRKG1"	2.52936528241749e-07	-0.52361928627422	0.507	0.761	0.00272260878999419	"Ast"	"PRKG1"	"70-80"	"male"
"PBX1"	2.62292572032742e-07	-0.45321685007087	0.25	0.52	0.00282331724536043	"Ast"	"PBX1"	"70-80"	"male"
"FGFR3"	2.69390335770107e-07	-0.380260791937975	0.385	0.693	0.00289971757422944	"Ast"	"FGFR3"	"70-80"	"male"
"CCK"	2.92003300833613e-07	-0.976027199923521	0.02	0.189	0.00314312353017301	"Ast"	"CCK"	"70-80"	"male"
"LINC00693"	3.04098627421064e-07	-0.599425102131025	0.176	0.41	0.00327331762556033	"Ast"	"LINC00693"	"70-80"	"male"
"SLC4A4"	3.13743732654656e-07	-0.590040533868181	0.412	0.686	0.00337713753829471	"Ast"	"SLC4A4"	"70-80"	"male"
"UBR3"	3.47724656788487e-07	-0.770265091700802	0.088	0.298	0.00374290820567128	"Ast"	"UBR3"	"70-80"	"male"
"AP000487.6"	3.53217801481369e-07	-0.768673960655743	0.061	0.253	0.00380203641514546	"Ast"	"AP000487.6"	"70-80"	"male"
"RANGAP1"	4.113185165261e-07	1.00912464186502	0.108	0.028	0.00442743251188694	"Ast"	"RANGAP1"	"70-80"	"male"
"KLHL32"	4.19335396390302e-07	-0.721955562794693	0.115	0.325	0.00451372620674522	"Ast"	"KLHL32"	"70-80"	"male"
"SMYD3"	4.27704286768688e-07	-0.517172226653862	0.291	0.561	0.00460380894277816	"Ast"	"SMYD3"	"70-80"	"male"
"RP11-776H12.1"	4.40355619499509e-07	-0.747888712962522	0.149	0.363	0.00473998788829272	"Ast"	"RP11-776H12.1"	"70-80"	"male"
"SOX6"	4.57580090154078e-07	-0.465941127980838	0.291	0.567	0.0049253920904185	"Ast"	"SOX6"	"70-80"	"male"
"RABGAP1"	4.63137714868001e-07	-0.617506250270301	0.095	0.303	0.00498521436283916	"Ast"	"RABGAP1"	"70-80"	"male"
"SMURF2"	5.03573922287446e-07	-0.920496081612926	0.041	0.22	0.00542046969950207	"Ast"	"SMURF2"	"70-80"	"male"
"CNTNAP2"	5.1046204674362e-07	-0.610950736505158	0.101	0.314	0.00549461347114832	"Ast"	"CNTNAP2"	"70-80"	"male"
"PTN"	5.22389064127175e-07	-0.654251252825769	0.291	0.539	0.00562299588626491	"Ast"	"PTN"	"70-80"	"male"
"DPH6"	5.69378331858546e-07	-0.613012430156642	0.095	0.31	0.00612878836412539	"Ast"	"DPH6"	"70-80"	"male"
"HSPA1B"	5.9537393960392e-07	1.05375030063522	0.196	0.079	0.0064086050858966	"Ast"	"HSPA1B"	"70-80"	"male"
"C20orf194"	6.23092293586006e-07	-0.666799258602823	0.176	0.407	0.00670696544815977	"Ast"	"C20orf194"	"70-80"	"male"
"GPM6A"	6.25431491683392e-07	-0.310841840676029	0.953	0.988	0.00673214457648003	"Ast"	"GPM6A"	"70-80"	"male"
"PARK2"	6.33310738652854e-07	-0.553124511974027	0.291	0.558	0.00681695679085932	"Ast"	"PARK2"	"70-80"	"male"
"FRS2"	6.40535229697871e-07	-1.03585177581177	0.034	0.203	0.00689472121246788	"Ast"	"FRS2"	"70-80"	"male"
"ATL2"	6.4923492199384e-07	-1.01193526897759	0.014	0.17	0.00698836470034169	"Ast"	"ATL2"	"70-80"	"male"
"USP47"	6.51375877029753e-07	-0.844604145309296	0.068	0.253	0.00701140994034826	"Ast"	"USP47"	"70-80"	"male"
"TMEM132B"	6.62793570665743e-07	-0.524386689306016	0.128	0.352	0.00713430999464606	"Ast"	"TMEM132B"	"70-80"	"male"
"IQCA1"	6.67618605358998e-07	-0.681545762719874	0.162	0.392	0.00718624666808426	"Ast"	"IQCA1"	"70-80"	"male"
"TRPM3"	6.76341931921297e-07	-0.375842782005403	0.554	0.845	0.00728014455520084	"Ast"	"TRPM3"	"70-80"	"male"
"NGFRAP1"	6.82461460354424e-07	-1.00352582066434	0.027	0.19	0.00734601515925502	"Ast"	"NGFRAP1"	"70-80"	"male"
"GJA1"	6.87013286039803e-07	1.06766793672398	0.561	0.473	0.00739501101093244	"Ast"	"GJA1"	"70-80"	"male"
"SRGAP3"	7.08566115492338e-07	-0.631260599600333	0.115	0.325	0.00762700566715952	"Ast"	"SRGAP3"	"70-80"	"male"
"AGBL4"	7.11000747212185e-07	-0.638635770289085	0.182	0.43	0.00765321204299196	"Ast"	"AGBL4"	"70-80"	"male"
