"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"
"PPP1R36"	0.000140020280674109	-0.454834759212926	0	0.167	1	"Ast"	"PPP1R36"
"PPP4R1-AS1"	0.000140020280674109	-0.217860494223845	0	0.167	1	"Ast"	"PPP4R1-AS1"
"PRDM12"	0.000140020280674109	-0.00772853766209963	0	0.167	1	"Ast"	"PRDM12"
"PRKX-AS1"	0.000140020280674109	-0.00879189822530828	0	0.167	1	"Ast"	"PRKX-AS1"
"PRMT5-AS1"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"PRMT5-AS1"
"PRSS22"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"PRSS22"
"PRSS8"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"PRSS8"
"PTPN20"	0.000140020280674109	-0.00586504644579678	0	0.167	1	"Ast"	"PTPN20"
"PVRL4"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"PVRL4"
"RAB20"	0.000140020280674109	-0.655112343819556	0	0.167	1	"Ast"	"RAB20"
"RERG"	0.000140020280674109	-0.20509289024224	0	0.167	1	"Ast"	"RERG"
"RGPD3"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"RGPD3"
"RSPO4"	0.000140020280674109	-0.230361224331973	0	0.167	1	"Ast"	"RSPO4"
"RUFY4"	0.000140020280674109	-0.550471383885483	0	0.167	1	"Ast"	"RUFY4"
"SCGB3A2"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"SCGB3A2"
"SDR16C5"	0.000140020280674109	-0.207639732401356	0	0.167	1	"Ast"	"SDR16C5"
"SFTPA1"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"SFTPA1"
"SFTPA2"	0.000140020280674109	-0.0123245868724579	0	0.167	1	"Ast"	"SFTPA2"
"SGK3"	0.000140020280674109	-0.0883329947321396	0	0.167	1	"Ast"	"SGK3"
"SH2D1A"	0.000140020280674109	-0.0175240901482992	0	0.167	1	"Ast"	"SH2D1A"
"SLC17A4"	0.000140020280674109	-0.0123245868724579	0	0.167	1	"Ast"	"SLC17A4"
"SLC18A1"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"SLC18A1"
"SNORA22"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"SNORA22"
"SPATA3-AS1"	0.000140020280674109	-0.207639732401356	0	0.167	1	"Ast"	"SPATA3-AS1"
"SPINK13"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"SPINK13"
"TEC"	0.000140020280674109	-0.104822235672626	0	0.167	1	"Ast"	"TEC"
"TMEM9B-AS1"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"TMEM9B-AS1"
"TMIGD1"	0.000140020280674109	-0.384750871707252	0	0.167	1	"Ast"	"TMIGD1"
"TRIM72"	0.000140020280674109	-0.00986646841103403	0	0.167	1	"Ast"	"TRIM72"
"TTTY10"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"TTTY10"
"TTTY14"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"TTTY14"
"TTTY15"	0.000140020280674109	-0.0883329947321396	0	0.167	1	"Ast"	"TTTY15"
"TUBA4A"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"TUBA4A"
"TUBB8"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"TUBB8"
"TXLNGY"	0.000140020280674109	-0.250347109862653	0	0.167	1	"Ast"	"TXLNGY"
"UNC5CL"	0.000140020280674109	-0.207178483903421	0	0.167	1	"Ast"	"UNC5CL"
"UPB1"	0.000140020280674109	-0.00494166868113737	0	0.167	1	"Ast"	"UPB1"
"VIPR1"	0.000140020280674109	-0.00293550364713468	0	0.167	1	"Ast"	"VIPR1"
"ZHX1-C8orf76"	0.000140020280674109	-0.270075109726243	0	0.167	1	"Ast"	"ZHX1-C8orf76"
"ZNF630-AS1"	0.000140020280674109	-0.795667410795731	0	0.167	1	"Ast"	"ZNF630-AS1"
"MEF2C"	0.000157142601250224	2.84479162193391	0.966	0.5	1	"Ast"	"MEF2C"
"VIP"	0.000167006076649165	-0.0164266549366169	0.056	0.5	1	"Ast"	"VIP"
"PTPRD-AS1"	0.000194480127824968	0.263365559498824	0.101	0.667	1	"Ast"	"PTPRD-AS1"
"MEIS1-AS3"	0.00020289498974221	-0.982641593690866	0.022	0.333	1	"Ast"	"MEIS1-AS3"
"WDHD1"	0.000241210944657306	-0.27094309349028	0.022	0.333	1	"Ast"	"WDHD1"
"HPGD"	0.000286238247063016	-0.0283976603147462	0.022	0.333	1	"Ast"	"HPGD"
"KEL"	0.000286238247063016	-0.00987169824998925	0.022	0.333	1	"Ast"	"KEL"
"LIMD1"	0.000286238247063016	-0.161924782817662	0.022	0.333	1	"Ast"	"LIMD1"
"RAET1E-AS1"	0.000286238247063016	-0.150958070953388	0.022	0.333	1	"Ast"	"RAET1E-AS1"
"SEPT14"	0.000286238247063016	-0.0402238698086954	0.022	0.333	1	"Ast"	"SEPT14"
"ZNF844"	0.000286238247063016	-0.264289836015348	0.022	0.333	1	"Ast"	"ZNF844"
"HBA2"	0.000295628776327057	3.60938237945578	0.955	0.5	1	"Ast"	"HBA2"
"ANKRD37"	0.000302106952482639	-0.124137048254305	0.067	0.5	1	"Ast"	"ANKRD37"
"TTC12"	0.000339050260865668	-0.176705285723207	0.022	0.333	1	"Ast"	"TTC12"
"PNMA1"	0.000344234341589163	-1.44000117135965	0.831	1	1	"Ast"	"PNMA1"
"CD24"	0.000374768843004081	1.10331023054339	0.978	0.833	1	"Ast"	"CD24"
"ACOT11"	0.000400873257312196	0.00651852562419381	0.022	0.333	1	"Ast"	"ACOT11"
"FLT3LG"	0.000400873257312196	-0.297912258544194	0.022	0.333	1	"Ast"	"FLT3LG"
"GRM5"	0.000400873257312196	-0.320107526319901	0.022	0.333	1	"Ast"	"GRM5"
"HIST1H2AJ"	0.000400873257312196	-0.0075122158651523	0.022	0.333	1	"Ast"	"HIST1H2AJ"
"PIP5K1A"	0.000406324520444832	-0.587103515928278	0.112	0.667	1	"Ast"	"PIP5K1A"
"STMN2"	0.000445932642012883	2.92486337453675	1	0.833	1	"Ast"	"STMN2"
"HBG2"	0.000499662798188404	2.96999164522714	0.989	0.333	1	"Ast"	"HBG2"
"ARHGEF26-AS1"	0.000534378358518356	-1.48467853517643	0.303	0.833	1	"Ast"	"ARHGEF26-AS1"
"GSTM5"	0.00059735551090286	-0.597450059645476	0.067	0.5	1	"Ast"	"GSTM5"
"DCLK2"	0.000637201178521004	1.59131537204128	0.899	0.5	1	"Ast"	"DCLK2"
"SYT1"	0.000647522664674913	1.9057449017123	0.876	0.333	1	"Ast"	"SYT1"
"KIF21B"	0.000695093841471354	1.40017061921297	0.91	0.5	1	"Ast"	"KIF21B"
"CRMP1"	0.0007215504239007	1.95712543996307	0.989	0.833	1	"Ast"	"CRMP1"
"KRT8"	0.000744654184492891	-0.024977733168877	0.067	0.5	1	"Ast"	"KRT8"
"SUCLG1"	0.000761795057843317	-1.66767855265238	0.82	1	1	"Ast"	"SUCLG1"
"FIBIN"	0.000827420024584056	-1.40349312684412	0.36	1	1	"Ast"	"FIBIN"
"GAP43"	0.000968097036240212	1.8687986310897	0.899	0.667	1	"Ast"	"GAP43"
"GDAP1L1"	0.0010036813762966	0.91017377858019	0.831	0.167	1	"Ast"	"GDAP1L1"
"HBG1"	0.00100813362584104	2.20516610427772	0.888	0.167	1	"Ast"	"HBG1"
"CHL1"	0.00102226525725105	1.26320199525159	0.91	0.5	1	"Ast"	"CHL1"
"C16orf91"	0.00105498039077685	-0.917662093605179	0.258	0.833	1	"Ast"	"C16orf91"
"RDH13"	0.00106037318956287	-0.743723025020975	0.135	0.667	1	"Ast"	"RDH13"
"ACOT6"	0.00110676212629769	-1.37817904497295	0.034	0.333	1	"Ast"	"ACOT6"
"CFAP46"	0.00110676212629769	-0.12296317513531	0.034	0.333	1	"Ast"	"CFAP46"
"CALM1"	0.00114920116871945	1.23271928753609	1	1	1	"Ast"	"CALM1"
"BOC"	0.00127147499413177	-0.429161598743726	0.034	0.333	1	"Ast"	"BOC"
"NDRG2"	0.00127320914026109	-1.51454585375072	0.899	1	1	"Ast"	"NDRG2"
"POLR2J3"	0.00131777021453672	-0.464622973983696	0.629	1	1	"Ast"	"POLR2J3"
"SLC35G2"	0.00136147143654016	-0.692647013667492	0.326	0.833	1	"Ast"	"SLC35G2"
"PCBP2"	0.0013701301151432	1.13089063373947	0.843	0.333	1	"Ast"	"PCBP2"
"PAK2"	0.00141172503684911	1.41314813126182	0.775	0	1	"Ast"	"PAK2"
"HEATR1"	0.00141333807629606	0.0321010261521027	0.067	0.5	1	"Ast"	"HEATR1"
"XIST"	0.00143826002440836	1.12652945959264	0.809	0.167	1	"Ast"	"XIST"
"GALP"	0.00145856538817045	-0.0142751622858674	0.034	0.333	1	"Ast"	"GALP"
"CSRP2"	0.00149934875639084	1.75454041415079	0.955	1	1	"Ast"	"CSRP2"
"HBA1"	0.00150037004326508	2.79151912093063	0.876	0.167	1	"Ast"	"HBA1"
"TRMT61B"	0.00150415856537981	-0.665012638687244	0.079	0.5	1	"Ast"	"TRMT61B"
"TNFRSF11B"	0.00154208324396543	-1.44954933326898	0.09	0.5	1	"Ast"	"TNFRSF11B"
"HIST1H2BK"	0.00154385374889316	-0.70510881225752	0.18	0.667	1	"Ast"	"HIST1H2BK"
"B4GALNT4"	0.0015592140013622	1.47896868953899	0.899	0.333	1	"Ast"	"B4GALNT4"
"SPP1"	0.00163371712865865	0.463527189406564	0.764	0	1	"Ast"	"SPP1"
"MAP2"	0.00166599101601244	1.66593944317626	0.989	1	1	"Ast"	"MAP2"
"PCBP1-AS1"	0.00167074156951084	-0.0777857810776913	0.034	0.333	1	"Ast"	"PCBP1-AS1"
"DLEU1"	0.00172922776617249	-0.00971260053536305	0.135	0.667	1	"Ast"	"DLEU1"
"HNRNPC"	0.00175522217901119	-1.32753186513865	0.989	1	1	"Ast"	"HNRNPC"
"PCCB"	0.00183512325335002	-1.58075867272621	0.404	0.833	1	"Ast"	"PCCB"
"RAC1"	0.00184746367599927	2.11078521225321	0.955	0.833	1	"Ast"	"RAC1"
"HBB"	0.00188616861023276	1.97077789188723	0.753	0	1	"Ast"	"HBB"
"C4orf48"	0.00194700190707559	1.85479039097842	1	0.833	1	"Ast"	"C4orf48"
"APOL2"	0.00201704301606198	-0.0363227306062468	0.079	0.5	1	"Ast"	"APOL2"
"ZEB2"	0.00202300235512295	1.39285803748482	0.899	0.333	1	"Ast"	"ZEB2"
"PLP1"	0.00206691235273209	-0.998276931670239	0.18	0.667	1	"Ast"	"PLP1"
"ZDHHC13"	0.00206691235273209	-0.75199814154253	0.18	0.667	1	"Ast"	"ZDHHC13"
"BPTF"	0.00207061993393505	1.50663644671571	0.831	0.333	1	"Ast"	"BPTF"
"WSB2"	0.00211101917028666	0.839705281391083	0.798	0.167	1	"Ast"	"WSB2"
"NFIX"	0.00214449025200435	0.893055481845612	0.787	0.167	1	"Ast"	"NFIX"
"NEUROD6"	0.00219347205547332	1.64189475916095	0.843	0.333	1	"Ast"	"NEUROD6"
"PCDH15"	0.00225640194448036	-0.666198301398429	0.157	0.667	1	"Ast"	"PCDH15"
"TCEAL8"	0.00233973004433109	-1.51800178281052	0.742	1	1	"Ast"	"TCEAL8"
"SYT4"	0.00234255840604322	1.23369179451435	0.876	0.333	1	"Ast"	"SYT4"
"GDNF"	0.002489195050402	0.048186098528721	0.034	0.333	1	"Ast"	"GDNF"
"LDHD"	0.002489195050402	-0.152669158825724	0.034	0.333	1	"Ast"	"LDHD"
"OXCT1-AS1"	0.002489195050402	0.035649628302629	0.034	0.333	1	"Ast"	"OXCT1-AS1"
"BASP1"	0.00249431739758631	1.733469859051	0.91	0.5	1	"Ast"	"BASP1"
"SLC10A7"	0.00251244405491371	-1.56498698010808	0.112	0.5	1	"Ast"	"SLC10A7"
"PRKACB"	0.00254057028303221	1.23216955749693	0.831	0.333	1	"Ast"	"PRKACB"
"MTO1"	0.00260078599167017	-1.18018499922347	0.169	0.667	1	"Ast"	"MTO1"
"IMMP2L"	0.0026235700476383	-0.858610758048489	0.101	0.5	1	"Ast"	"IMMP2L"
"ZNF573"	0.00268101119880531	-1.26511101510359	0.191	0.667	1	"Ast"	"ZNF573"
"ADCY1"	0.00274517934203996	1.52464455150469	0.888	0.5	1	"Ast"	"ADCY1"
"HMGCS1"	0.00290045763169143	1.66910130919944	0.921	0.333	1	"Ast"	"HMGCS1"
"MAP3K13"	0.00292759232275387	1.61706227532706	0.854	0.5	1	"Ast"	"MAP3K13"
"SLC35B2"	0.00301924593884816	-0.964591571374822	0.596	1	1	"Ast"	"SLC35B2"
"PROSER3"	0.00311964586860258	-0.805880455727401	0.101	0.5	1	"Ast"	"PROSER3"
"AP3D1"	0.00315077783292942	1.12003281724376	0.764	0.167	1	"Ast"	"AP3D1"
"ITGB8"	0.00321841322295022	-1.9244889812559	0.91	1	1	"Ast"	"ITGB8"
"CCDC50"	0.0032747553637747	0.857018697215707	0.708	0	1	"Ast"	"CCDC50"
"SCN3B"	0.0032747553637747	0.960331903744099	0.708	0	1	"Ast"	"SCN3B"
"PTEN"	0.00328330464585947	0.725072379449821	0.843	0.333	1	"Ast"	"PTEN"
"PCSK1N"	0.00329893851757924	1.82100966813295	0.921	0.833	1	"Ast"	"PCSK1N"
"ABHD11"	0.00332086155850398	-1.21788490715745	0.337	0.833	1	"Ast"	"ABHD11"
"AES"	0.00336612527751815	1.18423296163766	0.888	0.833	1	"Ast"	"AES"
"MRPS34"	0.00352917366171024	1.51408050423883	0.798	0.333	1	"Ast"	"MRPS34"
"PIK3C2A"	0.00355341702806718	-0.788552629209113	0.517	1	1	"Ast"	"PIK3C2A"
"NHP2L1"	0.00361583097893882	1.62057748001439	0.899	0.5	1	"Ast"	"NHP2L1"
"SOX11"	0.00364553008952187	1.50790372593625	0.944	0.833	1	"Ast"	"SOX11"
"MIAT"	0.00370541218568526	1.59533674862059	0.888	0.667	1	"Ast"	"MIAT"
"CAMK1D"	0.00373794003375313	0.911188586690618	0.697	0	1	"Ast"	"CAMK1D"
"FBXW7"	0.00373794003375313	1.16727068361688	0.697	0	1	"Ast"	"FBXW7"
